pid,kicker,kgro,knet,ktb,kr,kry
369677,MB-4600,66,50,0,AP-0700,16
369691,JN-0600,70,43,0,TM-2800,27
369713,JN-0600,68,51,0,TM-2800,17
369731,JB-7100,68,39,0,AR-1700,29
369738,JN-0600,70,50,0,TM-2800,20
369747,JN-0600,64,30,0,TM-2800,34
369758,JN-0600,59,43,0,TM-2800,16
369771,JN-0600,66,45,0,TM-2800,21
369776,JB-7100,68,38,0,AR-1700,30
369805,JB-7100,60,45,0,MR-1500,15
369817,JB-7100,63,52,0,AR-1700,11
369861,JB-7100,70,50,1,,0
369871,OM-0100,70,50,1,,0
369885,NR-0100,58,48,0,JW-5300,10
369903,NR-0100,63,40,0,JF-2800,23
369926,NR-0100,66,42,0,JW-5300,24
369938,OM-0100,58,33,0,SB-1400,25
369945,NR-0100,72,46,0,JW-5300,26
369958,NR-0100,69,44,0,JW-5300,25
369977,NR-0100,62,6,0,JW-5300,56
369991,OM-0100,70,50,1,,0
370000,OM-0100,70,50,1,,0
370025,JR-1100,54,41,0,JH-3600,13
370045,NK-0200,65,39,0,GR-0600,26
370060,MS-0600,75,68,0,MM-4800,7
370103,NK-0200,64,47,0,GR-0600,17
370118,JR-1100,55,39,0,DS-3300,16
370158,NK-0200,65,38,0,GR-0600,27
370174,JR-1100,47,45,0,AC-2400,2
370176,SS-3100,62,50,0,MA-1400,12
370192,SS-3100,62,48,0,MA-1400,14
370240,NF-0300,65,7,0,RC-0800,58
370246,SS-3100,40,31,0,DA-1200,9
370247,NF-0300,62,62,0,RC-0800,0
370290,NF-0300,56,34,0,RC-0800,22
370312,PD-0200,64,26,0,LM-1100,38
370328,PD-0200,75,55,1,,0
370346,PD-0200,70,21,0,LM-1100,49
370365,PD-0200,39,29,0,FJ-0100,10
370373,RL-0900,70,50,1,,0
370391,RL-0900,71,45,0,JC-5600,26
370412,PD-0200,42,28,0,FJ-0100,14
370425,RL-0900,66,53,0,JC-5600,13
370429,PD-0200,68,-30,0,LM-1100,98
370431,RL-0900,27,27,0,,0
370441,PD-0200,46,28,0,FJ-0100,18
370463,RL-0900,62,37,0,JC-5600,25
370471,PD-0200,45,26,0,FJ-0100,19
370479,SG-1100,57,44,0,GR-0600,13
370507,SG-1100,67,24,0,GR-0600,43
370527,JR-1100,66,42,0,GH-1100,24
370545,JR-1100,59,40,0,GH-1100,19
370555,JR-1100,64,47,0,GH-1100,17
370572,JR-1100,60,42,0,GH-1100,18
370594,JR-1100,57,33,0,KW-0800,24
370615,SG-1100,67,43,0,MM-4800,24
370628,JR-1100,47,43,0,KW-0800,4
370637,PD-0200,65,39,0,AD-0400,26
370653,KB-2300,67,41,0,JC-5600,26
370670,KB-2300,72,46,0,JC-5600,26
370684,PD-0200,77,57,1,,0
370698,PD-0200,63,63,0,,0
370712,KB-2300,32,32,0,,0
370714,KB-2300,63,45,0,JC-5600,18
370731,KB-2300,67,33,0,JC-5600,34
370792,RL-0900,68,50,0,ML-0700,18
370801,CB-0700,40,31,0,SJ-0500,9
370813,RL-0900,67,62,0,JC-2300,5
370829,RL-0900,69,42,0,KR-1000,27
370834,CB-0700,66,45,0,LM-1100,21
370851,RL-0900,56,40,0,ML-0700,16
370855,RL-0900,38,36,0,MC-2700,2
370864,CB-0700,58,39,0,FJ-0100,19
370870,RL-0900,59,40,0,ML-0700,19
370880,RL-0900,49,42,0,KR-1000,7
370881,CB-0700,64,18,0,LM-1100,46
370889,RL-0900,62,47,0,KR-1000,15
370898,RL-0900,39,38,0,MC-2700,1
370905,CB-0700,53,53,0,FJ-0100,0
370917,RL-0900,68,51,0,KR-1000,17
370939,RL-0900,63,38,0,KR-1000,25
370958,CB-0700,9,2,0,GW-1400,7
370966,JF-0900,65,43,0,LH-1100,22
370981,JF-0900,69,47,0,LH-1100,22
371035,JF-0900,63,45,0,LH-1100,18
371049,RB-2200,55,38,0,LW-0500,17
371052,RB-2200,70,48,0,LW-0500,22
371068,JF-0900,66,46,0,LH-1100,20
371079,JF-0900,69,48,0,LH-1100,21
371093,RB-2200,75,55,1,,0
371098,JF-0900,59,36,0,LH-1100,23
371104,RB-2200,70,50,1,,0
371120,JF-0900,60,56,0,LH-1100,4
371127,DC-0500,41,30,0,MS-2100,11
371137,SG-0800,72,41,0,TG-0900,31
371151,DC-0500,74,44,0,EH-0800,30
371166,SG-0800,70,50,1,,0
371190,DC-0500,46,33,0,MS-2100,13
371198,SG-0800,76,40,0,TG-0900,36
371214,SG-0800,70,52,0,TG-0900,18
371223,DC-0500,67,48,0,EH-0800,19
371236,SG-0800,71,47,0,TG-0900,24
371253,SG-0800,63,39,0,TG-0900,24
371260,DC-0500,73,50,0,EH-0800,23
371271,SG-0800,53,53,0,TG-0900,0
371277,SG-0800,64,68,0,TG-0900,-4
371299,SG-0800,55,30,0,TG-0900,25
371301,NF-0300,63,42,0,AR-1700,21
371328,JN-0600,67,46,0,IS-0600,21
371339,JN-0600,69,47,0,OS-0200,22
371344,NF-0300,65,54,0,AR-1700,11
371349,AL-0500,60,49,0,PC-0900,11
371363,NF-0300,40,40,0,,0
371374,NF-0300,65,51,0,DW-0500,14
371382,NF-0300,66,55,0,DW-0500,11
371385,JN-0600,70,45,0,IS-0600,25
371396,NF-0300,62,30,0,DW-0500,32
371405,JN-0600,71,57,0,IS-0600,14
371424,NF-0300,63,43,0,DW-0500,20
371443,JN-0600,16,16,0,,0
371450,NF-0300,62,27,0,DW-0500,35
371456,JN-0600,16,16,0,,0
371467,MB-4600,60,43,0,AC-1100,17
371487,JH-0900,62,41,0,CS-2600,21
371492,JH-0900,72,44,0,CS-2600,28
371503,JH-0900,69,20,0,CS-2600,49
371512,MB-4600,62,30,0,AC-1100,32
371527,MB-4600,61,46,0,AC-1100,15
371534,MB-4600,65,43,0,AC-1100,22
371547,JH-0900,69,42,0,CS-2600,27
371559,MB-4600,64,44,0,AC-1100,20
371570,MB-4600,66,45,0,AC-1100,21
371587,JH-0900,70,52,0,CS-2600,18
371598,MB-4600,69,42,0,AC-1100,27
371620,DA-0300,74,54,1,,0
371690,SH-0400,64,35,0,QD-0100,29
371697,SH-0400,70,-30,0,QD-0100,100
371699,DA-0300,67,46,0,YF-0100,21
371712,SH-0400,66,47,0,QD-0100,19
371736,SR-0800,52,34,0,JL-1200,18
371752,SH-0400,48,36,0,DK-0900,12
371761,SH-0400,69,40,0,QD-0100,29
371772,SH-0400,55,42,0,JA-2900,13
371783,SH-0400,42,39,0,VA-0100,3
371795,JB-7100,69,19,0,DM-0200,50
371801,RG-1500,72,46,0,DS-3700,26
371826,RG-1500,68,-7,0,DS-3700,75
371848,RG-1500,69,44,0,DS-3700,25
371858,JB-7100,70,44,0,DM-0200,26
371869,RG-1500,69,43,0,DS-3700,26
371880,RG-1500,69,32,0,DS-3700,37
371903,RG-1500,70,51,0,DS-3700,19
371952,RL-1300,61,42,0,BW-2700,19
371955,RL-1300,62,42,0,BW-2700,20
371960,RL-1300,61,41,0,MJ-2500,20
371976,JS-1100,62,62,0,,0
371982,RL-1300,65,39,0,MJ-2500,26
371999,JS-1100,66,48,0,DR-1200,18
372030,JS-1100,66,48,0,DR-1200,18
372045,RL-1300,66,33,0,MJ-2500,33
372066,RL-1300,65,37,0,MJ-2500,28
372084,RL-1300,70,50,1,,0
372102,CK-0900,68,50,0,BW-2700,18
372111,RL-1000,63,45,0,JN-1800,18
372120,MK-1200,70,54,0,MJ-2100,16
372135,MK-1200,55,35,1,,0
372152,MK-1200,62,49,0,MJ-2100,13
372170,RL-1000,66,62,0,JN-1800,4
372192,MK-1200,64,50,0,MJ-2100,14
372199,RL-1000,70,50,1,,0
372216,RL-1000,70,50,1,,0
372230,MK-1200,72,53,0,MJ-2100,19
372240,RL-1000,69,44,0,JN-1800,25
372250,MK-1200,70,50,1,,0
372258,MK-1200,76,52,0,MJ-2100,24
372268,JK-0200,11,6,0,BF-0400,5
372275,MK-1200,70,50,1,,0
372279,MP-2100,70,51,0,JM-4800,19
372325,SJ-0300,70,50,1,,0
372339,MP-2100,52,37,0,JM-4800,15
372350,SJ-0300,85,59,0,ER-0500,26
372359,SJ-0300,63,55,0,TB-1000,8
372374,MP-2100,69,40,0,JM-4800,29
372383,SJ-0300,70,48,0,ER-0500,22
372400,SJ-0300,70,50,1,,0
372412,SJ-0300,70,50,1,,0
372433,OM-0100,70,50,1,,0
372454,OM-0100,74,48,0,RC-0800,26
372498,SS-3100,58,42,0,JW-5300,16
372509,OM-0100,69,38,0,RC-0800,31
372514,SS-3100,70,15,0,JW-5300,55
372531,SS-3100,64,50,0,JW-5300,14
372542,SS-3100,62,32,0,JW-5300,30
372554,OM-0100,66,39,0,RC-0800,27
372566,SS-3100,51,42,0,JW-5300,9
372586,NR-0100,70,41,0,DH-3200,29
372605,NR-0100,70,50,1,,0
372628,JC-0900,67,12,0,JA-2400,55
372638,NR-0100,75,-8,0,DH-3200,83
372643,JC-0900,63,36,0,JA-2400,27
372650,NR-0100,70,2,0,DH-3200,68
372658,JC-0900,63,36,0,JA-2400,27
372668,JC-0900,65,46,0,JA-2400,19
372680,JC-0900,60,36,0,JA-2400,24
372708,NR-0100,70,50,1,,0
372720,JC-0900,65,47,0,JA-2400,18
372731,JC-0900,62,22,0,JA-2400,40
372739,NR-0100,16,16,0,,0
372747,JC-0900,61,39,0,JA-2400,22
372756,NR-0100,12,12,0,,0
372758,NK-0200,66,42,0,CS-1900,24
372790,AV-0400,67,53,0,DS-3300,14
372800,NK-0200,66,37,0,CS-1900,29
372816,NK-0200,52,41,0,KD-0500,11
372829,AV-0400,62,43,0,DS-3300,19
372835,AV-0400,62,36,0,DS-3300,26
372857,AV-0400,69,43,0,DS-3300,26
372880,AV-0400,56,40,0,DS-3300,16
372894,NK-0200,66,40,0,CS-1900,26
372908,NK-0200,57,40,0,CS-1900,17
372917,GH-0600,68,49,0,WB-0700,19
372934,MC-3000,69,40,0,CR-1200,29
372938,GH-0600,70,48,0,WB-0700,22
372949,GH-0600,58,42,0,WB-0700,16
372963,MC-3000,58,46,0,CR-1200,12
372974,GH-0600,70,53,0,WB-0700,17
372990,MC-3000,64,2,0,CR-1200,62
372998,GH-0600,65,44,0,JN-0900,21
372999,MC-3000,75,55,1,,0
373015,GH-0600,63,43,0,WB-0700,20
373021,GH-0600,73,50,0,WB-0700,23
373035,GH-0600,63,46,0,WB-0700,17
373052,MC-3000,12,12,0,,0
373059,GH-0600,66,41,0,WB-0700,25
373082,RB-2200,71,49,0,AC-1100,22
373088,RB-2200,76,56,1,,0
373097,JH-0900,73,47,0,CC-0700,26
373103,RB-2200,69,37,0,AC-1100,32
373120,RB-2200,70,55,0,AC-1100,15
373131,RB-2200,71,51,0,AC-1100,20
373156,RB-2200,66,41,0,AC-1100,25
373168,JH-0900,73,45,0,CC-0700,28
373170,JH-0900,72,31,0,CC-0700,41
373177,RB-2200,67,54,0,AC-1100,13
373201,RB-2200,76,56,1,,0
373217,RB-2200,70,50,1,,0
373230,RB-2200,70,49,0,AC-1100,21
373241,OM-0100,66,41,0,OS-0200,25
373249,NF-0300,69,51,0,JW-5300,18
373266,NF-0300,65,39,0,JW-5300,26
373276,OM-0100,72,52,1,,0
373286,NF-0300,64,44,0,JW-5300,20
373299,NF-0300,70,40,0,JW-5300,30
373317,OM-0100,67,9,0,IS-0600,58
373327,NF-0300,65,46,0,JW-5300,19
373341,OM-0100,79,59,1,,0
373363,NF-0300,63,46,0,JW-5300,17
373382,NF-0300,62,42,0,JF-2800,20
373407,NR-0100,60,40,0,QD-0100,20
373421,DA-0300,63,46,0,JA-2400,17
373432,DA-0300,59,35,0,JA-2400,24
373455,DA-0300,68,51,0,JA-2400,17
373470,NR-0100,66,37,0,QD-0100,29
373484,DA-0300,34,35,0,KI-0200,-1
373485,DA-0300,56,40,0,JA-2400,16
373511,DA-0300,66,45,0,JA-2400,21
373522,NR-0100,65,47,0,QD-0100,18
373529,DA-0300,69,44,0,JA-2400,25
373536,NR-0100,56,26,0,QD-0100,30
373548,DA-0300,65,40,0,JA-2400,25
373561,DA-0300,65,36,0,JA-2400,29
373572,MP-2100,70,50,1,,0
373590,MP-2100,60,29,0,LW-0500,31
373593,JF-0900,59,42,0,ER-0500,17
373599,MP-2100,61,44,0,LW-0500,17
373614,MP-2100,57,46,0,LW-0500,11
373623,JF-0900,67,52,0,ER-0500,15
373641,MP-2100,59,31,0,LW-0500,28
373659,MP-2100,35,26,0,DK-0400,9
373660,JF-0900,40,40,0,,0
373690,JF-0900,59,59,0,ER-0500,0
373711,MP-2100,44,30,0,DB-3200,14
373740,RL-0900,63,42,0,DW-0500,21
373757,JN-0600,63,45,0,FJ-0100,18
373818,JN-0600,18,18,0,,0
373821,JN-0600,62,25,0,LM-1100,37
373838,RL-0900,56,39,0,DW-0500,17
373887,MB-4600,60,51,0,RM-3500,9
373908,GH-0600,67,48,0,CS-2600,19
373922,MB-4600,60,36,0,CR-1200,24
373957,MB-4600,57,42,0,CR-1200,15
373965,GH-0600,70,50,1,,0
373967,GH-0600,65,31,0,CS-2600,34
373977,MB-4600,59,45,0,CR-1200,14
373985,MB-4600,73,53,1,,0
374012,GH-0600,68,45,0,CS-2600,23
374030,GH-0600,75,55,1,,0
374044,MB-4600,61,43,0,CR-1200,18
374050,MC-3000,57,40,0,MJ-2100,17
374071,RL-1000,65,47,0,WB-0700,18
374094,MC-3000,67,25,0,MJ-2100,42
374102,RL-1000,60,36,0,WB-0700,24
374116,MC-3000,76,56,1,,0
374127,RL-1000,48,41,0,JN-0900,7
374133,RL-1000,53,28,0,WB-0700,25
374139,MC-3000,75,55,1,,0
374160,MC-3000,57,49,0,DR-3200,8
374175,MC-3000,71,20,0,MJ-2100,51
374182,RL-1000,78,58,1,,0
374200,MC-3000,70,25,0,MJ-2100,45
374204,RL-1000,66,48,0,WB-0700,18
374212,JC-0900,62,38,0,RC-0800,24
374225,JC-0900,62,31,0,RC-0800,31
374241,JC-0900,42,42,0,,0
374255,JC-0900,42,27,0,MS-0800,15
374264,SS-3100,54,39,0,SM-3600,15
374293,SS-3100,65,43,0,SM-3600,22
374312,JC-0900,56,42,0,RC-0800,14
374349,JC-0900,62,45,0,JT-2800,17
374375,DC-0500,68,47,0,DS-3700,21
374387,JB-7100,68,52,0,TG-0900,16
374408,JB-7100,72,53,0,TG-0900,19
374422,DC-0500,69,41,0,DS-3700,28
374445,JB-7100,69,46,0,TG-0900,23
374457,JB-7100,69,49,0,TG-0900,20
374478,DC-0500,62,44,0,DS-3700,18
374501,JB-7100,68,47,0,TG-0900,21
374514,DC-0500,66,39,0,DS-3700,27
374537,SH-0400,72,54,0,GH-1100,18
374564,SH-0400,60,44,0,GH-1100,16
374582,SH-0400,67,35,0,GH-1100,32
374605,SH-0400,65,41,0,GH-1100,24
374624,SG-1100,67,46,0,YF-0100,21
374642,SH-0400,58,49,0,GH-1100,9
374650,SH-0400,62,19,0,AC-0100,43
374696,SH-0400,63,49,0,AC-0100,14
374703,PD-0200,73,37,0,CS-1900,36
374715,PD-0200,73,47,0,CS-1900,26
374730,AV-0400,66,44,0,JC-5600,22
374747,PD-0200,48,37,0,JT-0300,11
374766,AV-0400,66,47,0,JC-5600,19
374813,AV-0400,70,39,0,JC-5600,31
374840,MK-1200,69,48,0,DS-3300,21
374861,MK-1200,70,50,1,,0
374873,NK-0200,53,34,0,EW-0500,19
374880,MK-1200,70,49,0,DS-3300,21
374895,MK-1200,69,60,0,DS-3300,9
374900,MS-0600,60,46,0,HD-0300,14
374917,NK-0200,65,49,0,JN-1800,16
374926,NK-0200,64,41,0,JN-1800,23
374951,MK-1200,78,52,0,DS-3300,26
374976,NK-0200,66,51,0,JN-1800,15
374990,SG-0800,64,50,0,CD-0600,14
374999,SG-0800,63,43,0,CD-0600,20
375020,JR-1100,57,44,0,EH-0800,13
375052,SG-0800,64,33,0,GR-0600,31
375064,JR-1100,64,43,0,EH-0800,21
375075,JR-1100,63,46,0,EH-0800,17
375097,JR-1100,65,65,0,MS-2100,0
375101,JR-1100,66,41,0,KF-0200,25
375108,JR-1100,65,21,0,EH-0800,44
375138,JR-1100,40,26,0,MS-2100,14
375150,JR-1100,45,18,0,SN-0200,27
375158,SJ-0300,69,50,0,KR-1000,19
375175,SJ-0300,65,45,0,KR-1000,20
375189,CB-0700,68,43,0,JM-4800,25
375201,CB-0700,71,52,0,JM-4800,19
375233,CB-0700,64,41,0,JM-4800,23
375245,SJ-0300,55,35,1,,0
375271,CB-0700,69,49,0,JM-4800,20
375281,CB-0700,60,44,0,JM-4800,16
375302,SJ-0300,70,50,1,,0
375310,RG-1500,77,57,1,,0
375330,RG-1500,67,54,0,DR-1200,13
375360,RL-1300,65,22,0,DM-0200,43
375381,RL-1300,64,41,0,DH-2700,23
375398,RL-1300,71,50,0,DM-0200,21
375400,RL-1300,72,42,0,DM-0200,30
375417,RG-1500,65,16,0,DR-1200,49
375429,RL-1300,68,52,0,DM-0200,16
375456,RL-1300,56,31,0,DH-2700,25
375465,RL-1300,72,44,0,DM-0200,28
375475,JS-1100,74,39,0,AD-0400,35
375483,KB-2300,68,48,0,MO-0500,20
375500,KB-2300,62,52,0,MO-0500,10
375548,KB-2300,64,41,0,MJ-2500,23
375559,KB-2300,58,50,0,MJ-2500,8
375573,SW-0500,12,12,0,,0
375580,KB-2300,63,31,0,BW-2700,32
375606,KB-2300,63,43,0,BW-2700,20
375616,SW-0500,10,10,0,,0
375619,KB-2300,42,33,0,GJ-1100,9
375627,JS-1100,33,33,0,KW-0300,0
375629,SJ-0300,60,31,0,DS-3300,29
375637,NK-0200,59,50,0,JM-4800,9
375645,NK-0200,62,41,0,JM-4800,21
375669,NK-0200,56,51,0,JM-4800,5
375681,NK-0200,63,27,0,JM-4800,36
375707,NK-0200,62,-30,0,JM-4800,92
375709,SJ-0300,41,32,0,BM-0100,9
375711,NK-0200,65,54,0,JM-4800,11
375765,NK-0200,50,35,0,LL-0500,15
375783,RL-0900,61,44,0,BL-1400,17
375802,DC-0500,56,32,0,LM-1100,24
375812,RL-0900,62,40,0,TG-0900,22
375822,DC-0500,68,43,0,RP-0300,25
375854,DC-0500,56,41,0,RP-0300,15
375856,DC-0500,62,30,0,LM-1100,32
375902,DC-0500,22,22,0,,0
375924,RG-1500,65,38,0,MJ-2500,27
375931,RG-1500,62,45,0,BW-2700,17
375944,JS-1100,65,56,0,DM-0200,9
375959,RG-1500,62,39,0,MJ-2500,23
375989,RG-1500,65,44,0,BW-2700,21
376005,RG-1500,60,25,0,BW-2700,35
376008,JS-1100,62,10,0,DM-0200,52
376055,JS-1100,61,41,0,DM-0200,20
376063,RG-1500,66,40,0,BW-2700,26
376088,MC-3000,70,45,0,AD-0400,25
376093,KB-2300,57,38,0,WB-0700,19
376148,MC-3000,54,41,0,AD-0400,13
376157,KB-2300,69,69,0,,0
376169,KB-2300,55,35,0,WB-0700,20
376179,KB-2300,47,40,0,JH-6100,7
376205,MC-3000,60,33,0,AD-0400,27
376215,KB-2300,67,59,0,WB-0700,8
376228,MC-3000,42,35,0,CW-1700,7
376248,AV-0400,70,41,0,AC-0100,29
376283,AV-0400,70,48,0,AC-0100,22
376303,SG-1100,64,49,0,CS-1900,15
376319,AV-0400,72,41,0,AC-0100,31
376321,SG-1100,64,51,0,CS-1900,13
376338,AV-0400,65,34,0,AC-0100,31
376348,AV-0400,71,50,0,AC-0100,21
376375,AV-0400,64,40,0,AC-0100,24
376387,RB-2200,60,33,0,JC-5600,27
376395,PD-0200,70,30,0,CC-0700,40
376417,PD-0200,64,38,0,CC-0700,26
376430,RB-2200,57,32,0,JC-5600,25
376460,RB-2200,55,35,1,,0
376468,PD-0200,70,50,1,,0
376480,RB-2200,66,38,0,JC-5600,28
376516,PD-0200,62,38,0,CC-0700,24
376529,RB-2200,69,44,0,JC-5600,25
376556,JH-0900,72,51,0,DR-1200,21
376584,JH-0900,70,27,0,DR-1200,43
376596,JH-0900,70,52,0,AA-1100,18
376609,RL-1300,66,28,0,AC-1100,38
376624,RL-1300,69,56,0,AC-1100,13
376636,RL-1300,66,50,0,AC-1100,16
376642,JH-0900,70,43,0,DR-1200,27
376669,RL-1300,67,39,0,AC-1100,28
376680,JH-0900,68,56,0,DR-1200,12
376691,RL-1300,66,41,0,AC-1100,25
376695,DA-0300,68,42,0,SM-3700,26
376730,DA-0300,66,55,0,SM-3700,11
376762,DA-0300,56,34,0,SM-3700,22
376780,JC-0900,59,40,0,QD-0100,19
376815,DA-0300,75,55,1,,0
376839,DA-0300,67,40,0,SM-3700,27
376849,JC-0900,8,8,0,,0
376851,MK-1200,63,43,0,CR-1200,20
376867,GH-0600,68,48,0,JN-1800,20
376895,GH-0600,72,44,0,JN-1800,28
376901,MK-1200,70,47,0,CR-1200,23
376912,GH-0600,67,47,0,JN-1800,20
376924,MK-1200,70,50,1,,0
376936,GH-0600,60,40,0,JN-1800,20
376962,MK-1200,73,57,0,CR-1200,16
376975,GH-0600,74,43,0,JN-1800,31
376988,MK-1200,74,-14,0,PT-0400,88
376995,GH-0600,73,50,0,JN-1800,23
377009,MP-2100,70,30,0,JC-2300,40
377025,CB-0700,69,51,0,ER-0500,18
377030,CB-0700,70,50,1,,0
377043,MP-2100,70,50,1,,0
377062,CB-0700,70,50,1,,0
377079,MP-2100,70,43,0,KR-1000,27
377085,CB-0700,73,51,0,ER-0500,22
377098,MP-2100,70,44,0,KR-1000,26
377131,MP-2100,75,46,0,KR-1000,29
377153,JN-0600,16,16,0,,0
377181,JN-0600,61,45,0,LW-0500,16
377203,JF-0900,61,43,0,DW-0500,18
377220,JN-0600,59,43,0,LW-0500,16
377224,JF-0900,65,48,0,DW-0500,17
377248,JF-0900,65,31,0,MR-1500,34
377263,JN-0600,69,30,0,LW-0500,39
377280,JN-0600,65,56,0,BS-2400,9
377304,OM-0100,69,52,0,EH-0800,17
377325,OM-0100,70,50,1,,0
377336,SG-0800,67,44,0,JW-5300,23
377347,OM-0100,68,13,0,EH-0800,55
377356,SG-0800,68,45,0,JW-5300,23
377383,SG-0800,65,49,0,JW-5300,16
377415,SG-0800,68,42,0,JW-5300,26
377421,OM-0100,72,47,0,EH-0800,25
377432,SG-0800,55,47,0,JW-5300,8
377455,SG-0800,62,36,0,JW-5300,26
377462,JR-1100,61,41,0,AJ-1200,20
377535,JR-1100,58,45,0,AJ-1200,13
377545,NF-0300,61,30,0,GR-0600,31
377559,NF-0300,60,44,0,GR-0600,16
377573,NF-0300,63,44,0,GR-0600,19
377597,JR-1100,65,65,0,,0
377611,JR-1100,70,55,0,AJ-1200,15
377615,JR-1100,72,52,0,IS-0600,20
377624,JB-7100,70,46,0,JA-2400,24
377637,NR-0100,67,52,0,DS-3700,15
377649,NR-0100,73,45,0,DS-3700,28
377663,JB-7100,72,49,0,JA-2400,23
377678,NR-0100,73,46,0,DS-3700,27
377693,NR-0100,65,48,0,DS-3700,17
377697,NR-0100,72,38,0,DS-3700,34
377722,NR-0100,73,51,0,DS-3700,22
377744,JB-7100,67,41,0,JA-2400,26
377761,NR-0100,70,50,1,,0
377773,SH-0400,59,42,0,RC-0800,17
377783,SH-0400,64,39,0,RC-0800,25
377794,SH-0400,67,52,0,RC-0800,15
377854,SS-3100,66,50,0,YF-0100,16
377877,SH-0400,51,34,0,RC-0800,17
377891,SS-3100,62,37,0,JL-1200,25
377900,SS-3100,55,29,0,JL-1200,26
377914,SH-0400,63,43,0,RC-0800,20
377929,RL-1000,70,50,1,,0
377942,RL-1000,68,44,0,CS-2600,24
377980,MB-4600,72,43,0,MJ-2100,29
377991,RL-1000,59,44,0,BC-1400,15
377997,MB-4600,62,56,0,MJ-2100,6
378008,MB-4600,59,43,0,MJ-2100,16
378016,RL-1000,64,39,0,CS-2600,25
378027,MB-4600,65,42,0,MJ-2100,23
378039,RL-1000,70,42,0,CS-2600,28
378052,RL-1000,46,34,0,JG-1500,12
378073,MB-4600,12,12,0,,0
378078,RL-1000,49,32,0,AS-1700,17
378085,GH-0600,53,-30,0,DM-0200,83
378087,RG-1500,53,53,0,,0
378140,GH-0600,63,11,0,DM-0200,52
378147,RG-1500,62,39,0,PT-0400,23
378171,RG-1500,61,38,0,PT-0400,23
378176,RG-1500,58,40,0,PT-0400,18
378200,GH-0600,61,37,0,DM-0200,24
378219,GH-0600,42,29,0,KD-0400,13
378237,GH-0600,40,40,0,,0
378251,GH-0600,60,40,0,DM-0200,20
378259,JR-1100,70,31,0,YF-0100,39
378304,SH-0400,73,53,1,,0
378319,JR-1100,72,47,0,YF-0100,25
378335,SH-0400,66,45,0,MM-4800,21
378338,SH-0400,75,55,1,,0
378364,SH-0400,60,46,0,GR-0600,14
378393,JR-1100,59,45,0,YF-0100,14
378417,JR-1100,51,38,0,JJ-2700,13
378423,RL-1000,70,31,0,ER-0500,39
378434,MP-2100,64,44,0,MJ-2100,20
378442,RL-1000,70,50,1,,0
378453,MP-2100,69,45,0,MJ-2100,24
378464,RL-1000,57,40,0,CM-3500,17
378483,RL-1000,64,49,0,ER-0500,15
378503,MP-2100,66,50,0,MJ-2100,16
378509,RL-1000,71,51,0,ER-0500,20
378547,RL-1000,67,42,0,SY-0300,25
378571,KB-2300,67,41,0,CC-0700,26
378586,RB-2200,63,44,0,AD-0400,19
378606,KB-2300,53,40,0,AH-0300,13
378617,KB-2300,69,45,0,CC-0700,24
378653,RB-2200,12,12,0,,0
378655,RB-2200,74,49,0,AD-0400,25
378669,RB-2200,73,35,0,AD-0400,38
378701,KB-2300,76,56,1,,0
378721,RB-2200,66,51,0,AD-0400,15
378742,CB-0700,69,47,0,DS-3300,22
378764,CB-0700,63,23,0,DS-3300,40
378803,CB-0700,60,22,0,DS-3300,38
378813,NK-0200,65,53,0,JC-2300,12
378815,NK-0200,67,39,0,JC-2300,28
378825,CB-0700,48,35,0,DS-3300,13
378837,NK-0200,70,50,0,KR-1000,20
378895,MS-0600,9,9,0,,0
378902,NK-0200,49,24,0,KR-1000,25
378907,RL-0900,56,42,0,LW-0500,14
378916,JF-0900,64,38,0,LM-1100,26
378926,RL-0900,59,40,0,LW-0500,19
378936,JF-0900,71,42,0,LM-1100,29
378959,RL-0900,70,34,0,LW-0500,36
378971,RL-0900,63,53,0,LW-0500,10
378978,JF-0900,71,49,0,LM-1100,22
378984,JF-0900,50,38,0,SJ-0500,12
379008,RL-0900,63,41,0,LW-0500,22
379021,JF-0900,70,70,0,,0
379042,RL-0900,63,20,0,LW-0500,43
379053,JF-0900,69,44,0,LM-1100,25
379067,MB-4600,61,45,0,JN-1800,16
379086,MK-1200,62,45,0,CS-2600,17
379103,MK-1200,65,48,0,CS-2600,17
379145,MB-4600,64,44,0,JN-1800,20
379147,MK-1200,71,47,0,CS-2600,24
379214,MB-4600,65,45,0,JN-1800,20
379217,MK-1200,70,49,0,CS-2600,21
379238,SG-1100,68,36,0,RC-0800,32
379250,SG-1100,64,38,0,RC-0800,26
379271,SG-1100,59,56,0,RC-0800,3
379287,SG-1100,62,28,0,RC-0800,34
379306,SS-3100,55,45,0,,0
379323,SS-3100,55,37,0,AC-0100,18
379325,SS-3100,74,54,1,,0
379390,SG-1100,70,-17,0,RC-0800,87
379396,SS-3100,20,20,0,,0
379400,JH-0900,74,48,0,ND-0100,26
379417,AV-0400,71,45,0,AC-1100,26
379427,JH-0900,70,50,0,ND-0100,20
379467,AV-0400,72,39,0,AC-1100,33
379473,JH-0900,71,48,0,ND-0100,23
379483,AV-0400,70,39,0,AC-1100,31
379488,AV-0400,73,48,0,AC-1100,25
379501,JH-0900,70,47,0,ND-0100,23
379527,JH-0900,73,58,0,ND-0100,15
379536,AV-0400,71,49,0,AC-1100,22
379556,AV-0400,44,27,0,CS-2700,17
379559,MC-3000,62,43,0,BW-2700,19
379574,JS-1100,61,33,0,WB-0700,28
