pid,kicker,kgro,knet,ktb,kr,kry
82389,JH-0500,64,43,0,TK-0500,21
82421,SJ-0300,57,34,0,CM-3100,23
82434,JH-0500,54,38,0,RJ-2400,16
82443,SJ-0300,66,45,0,SM-3600,21
82455,JH-0500,58,49,0,TB-2900,9
82460,SJ-0300,63,44,0,SM-3600,19
82469,MG-1200,62,35,0,BM-3300,27
82480,MG-1200,52,36,0,DD-2400,16
82490,DA-0300,68,46,0,AS-3400,22
82511,DA-0300,66,49,0,AS-3400,17
82522,MG-1200,42,33,0,DW-0400,9
82542,DA-0300,52,32,0,AS-3400,20
82548,DA-0300,65,33,0,AS-3400,32
82567,DA-0300,64,29,0,FM-0800,35
82616,DA-0300,64,52,0,FM-0800,12
82622,RL-1300,67,40,0,VS-0300,27
82646,RL-1300,60,45,0,VS-0300,15
82685,JC-5000,44,44,0,,0
82687,JC-5000,52,50,0,DL-1100,2
82701,RL-1300,57,23,0,VS-0300,34
82715,RL-1300,64,40,0,VS-0300,24
82732,JC-5000,68,46,0,DL-1100,22
82743,RL-1300,57,42,0,VS-0300,15
82757,RL-1300,57,41,0,PS-0500,16
82762,OM-0100,60,46,0,JL-1600,14
82767,OM-0100,64,56,0,JL-1600,8
82799,DK-0500,57,39,0,BM-0200,18
82834,DK-0500,66,43,0,BM-0200,23
82865,DK-0500,57,33,0,BM-0200,24
82877,DK-0500,69,37,0,BM-0200,32
82897,DK-0500,65,47,0,BM-0200,18
82906,PE-0100,62,48,0,BM-3300,14
82919,DA-0300,67,45,0,AD-1000,22
82933,DA-0300,53,36,0,AD-1000,17
82962,PE-0100,60,39,0,BM-3300,21
82977,DA-0300,64,50,0,AD-1000,14
82979,DA-0300,69,41,0,LJ-1100,28
82988,PE-0100,49,19,0,BM-3300,30
83005,DA-0300,66,34,0,LJ-1100,32
83017,PE-0100,56,37,0,BM-3300,19
83029,DA-0300,55,36,0,AD-1000,19
83034,DA-0300,61,37,0,AD-1000,24
83050,DA-0300,56,32,0,AD-1000,24
83063,AV-0400,64,38,0,TK-0500,26
83105,SJ-0300,58,45,0,PP-0300,13
83140,SJ-0300,60,37,0,PP-0300,23
83153,AV-0400,55,33,0,TK-0500,22
83164,SJ-0300,61,48,0,PP-0300,13
83176,SJ-0300,61,39,0,PP-0300,22
83200,AV-0400,60,40,0,TK-0500,20
83227,AV-0400,58,35,0,TK-0500,23
83229,SJ-0300,60,36,0,PP-0300,24
83245,KB-2300,68,44,0,JL-1600,24
83256,KB-2300,60,44,0,JL-1600,16
83270,KB-2300,64,36,0,JL-1600,28
83301,KB-2300,59,41,0,CH-1800,18
83308,KB-2300,49,35,0,JL-1600,14
83320,DK-0500,57,29,0,TE-0200,28
83323,DK-0500,62,39,0,LJ-0300,23
83345,DK-0500,61,40,0,TE-0200,21
83367,KB-2300,53,38,0,CH-1800,15
83409,JW-3300,64,39,0,AR-1700,25
83424,JW-3300,64,46,0,AR-1700,18
83440,RL-1300,62,36,0,YM-0100,26
83448,JW-3300,66,48,0,AR-1700,18
83455,JW-3300,65,65,0,,0
83476,RL-1300,57,40,0,YM-0100,17
83486,JW-3300,58,42,0,TM-1100,16
83488,RL-1300,65,32,0,YM-0100,33
83502,JW-3300,63,50,0,HG-0100,13
83510,JW-3300,72,52,1,,0
83546,JW-3300,45,25,0,HG-0100,20
83554,JB-3500,9,9,0,,0
83566,KB-2300,73,53,1,,0
83601,AV-0400,60,46,0,TE-0200,14
83612,KB-2300,58,37,0,PP-0300,21
83648,AV-0400,56,42,0,TE-0200,14
83657,AV-0400,62,45,0,TE-0200,17
83677,AV-0400,64,49,0,TE-0200,15
83688,KB-2300,71,36,0,PP-0300,35
83700,KB-2300,68,41,0,PP-0300,27
83713,AV-0400,63,37,0,TE-0200,26
83746,JW-3300,55,42,0,BM-3300,13
83755,JW-3300,68,48,0,DD-2400,20
83768,DA-0300,71,28,0,YM-0100,43
83779,JW-3300,62,47,0,BM-3300,15
83800,DA-0300,62,36,0,YM-0100,26
83808,JW-3300,60,39,0,BM-3300,21
83820,DA-0300,62,40,0,TC-0300,22
83826,DA-0300,72,46,0,YM-0100,26
83839,JW-3300,65,45,0,BM-3300,20
83855,JW-3300,66,48,0,BM-3300,18
83877,JW-3300,59,18,0,BM-3300,41
83889,DA-0300,75,55,1,,0
83904,AV-0400,69,31,0,YM-0100,38
83929,JW-3300,72,51,0,PP-0300,21
83956,AV-0400,63,42,0,YM-0100,21
83980,AV-0400,65,64,0,MF-0300,1
83982,JW-3300,73,38,0,PP-0300,35
84015,AV-0400,69,47,0,YM-0100,22
84031,JW-3300,74,45,0,PP-0300,29
84055,JW-3300,68,53,0,TB-3300,15
84065,JC-5000,75,55,1,,0
84091,MB-4600,58,38,0,JW-4600,20
84101,JC-5000,64,29,0,RD-1200,35
84145,MB-4600,66,38,0,PS-0500,28
84176,JC-5000,65,39,0,RD-1200,26
84196,JC-5000,61,47,0,JC-1400,14
84213,MB-4600,57,40,0,JW-4600,17
84220,JC-5000,48,48,0,,0
84222,JH-0500,70,53,0,CR-1500,17
84235,MH-3100,56,44,0,LJ-1500,12
84262,MH-3100,68,-30,0,CM-3100,98
84264,JH-0500,66,48,0,CR-1500,18
84275,JH-0500,67,44,0,CR-1500,23
84289,MH-3100,60,45,0,CM-3100,15
84302,JH-0500,46,28,0,SB-1900,18
84303,MH-3100,65,39,0,CM-3100,26
84312,JH-0500,59,42,0,CR-1500,17
84336,MH-3100,68,43,0,CM-3100,25
84354,JH-0500,68,44,0,CR-1500,24
84368,JH-0500,64,46,0,CR-1500,18
84386,MH-3100,62,44,0,CM-3100,18
84391,MH-3100,66,-30,0,CM-3100,96
84392,JJ-1400,70,50,1,,0
84421,JJ-1400,70,50,1,,0
84428,TS-0500,55,47,0,JH-6200,8
84444,TS-0500,65,46,0,JH-6200,19
84465,TS-0500,70,50,1,,0
84539,PE-0100,70,45,0,MW-2900,25
84558,DB-3900,64,48,0,LJ-1100,16
84573,PE-0100,67,51,0,DC-1400,16
84583,DB-3900,70,50,1,,0
84594,PE-0100,73,45,0,ND-0300,28
84608,DB-3900,59,40,0,RA-0100,19
84620,DB-3900,70,43,0,RA-0100,27
84626,DB-3900,70,40,0,LJ-1100,30
84637,PE-0100,70,50,1,,0
84670,DB-3900,65,48,0,LJ-1100,17
84677,PE-0100,69,42,0,MW-2900,27
84695,PE-0100,56,37,0,MW-2900,19
84699,NR-0100,68,46,0,RJ-0700,22
84713,WR-0500,67,34,0,TH-2700,33
84733,WR-0500,65,52,0,TH-2700,13
84744,WR-0500,75,55,1,,0
84771,WR-0500,76,56,1,,0
84774,WR-0500,77,57,1,,0
84785,NR-0100,56,34,0,RJ-0700,22
84792,WR-0500,66,53,0,TH-2700,13
84820,WR-0500,67,47,0,TH-2700,20
84833,NR-0100,70,50,1,,0
84847,PD-0200,70,50,1,,0
84855,PD-0200,69,43,0,DH-0600,26
84865,MA-0700,64,40,0,AK-0400,24
84877,PD-0200,70,50,1,,0
84892,PD-0200,74,53,0,DH-0600,21
84900,MA-0700,55,41,0,AD-0400,14
84908,PD-0200,67,44,0,DH-0600,23
84926,MA-0700,70,50,1,,0
84943,PD-0200,57,27,0,DH-0600,30
84955,MA-0700,66,40,0,AD-0400,26
84973,PD-0200,72,26,0,DH-0600,46
84979,MA-0700,64,51,0,AK-0400,13
84985,MA-0700,60,36,0,AK-0400,24
84992,PD-0200,71,44,0,DH-0600,27
85000,MA-0700,57,38,0,AK-0400,19
85008,PD-0200,69,50,0,DH-0600,19
85013,JE-0200,69,58,0,LG-0500,11
85037,JE-0200,75,54,0,LG-0500,21
85050,JE-0200,69,39,0,LG-0500,30
85062,JW-3300,70,50,1,,0
85077,JE-0200,62,47,0,LG-0500,15
85082,JE-0200,62,41,0,LG-0500,21
85088,JW-3300,70,50,1,,0
85094,JW-3300,70,50,1,,0
85147,JE-0200,70,50,1,,0
85156,JW-3300,10,10,0,,0
85161,RL-1300,69,26,0,AR-1700,43
85181,RL-1300,71,49,0,AR-1700,22
85196,JF-0900,70,50,1,,0
85205,JF-0900,70,50,1,,0
85214,RL-1300,55,55,0,,0
85227,JF-0900,70,50,1,,0
85237,JF-0900,56,29,0,ND-0100,27
85243,RL-1300,70,49,0,AR-1700,21
85259,JF-0900,57,37,0,JW-0400,20
85269,RL-1300,69,45,0,AR-1700,24
85286,JF-0900,70,50,1,,0
85302,RL-1300,65,39,0,AR-1700,26
85310,JF-0900,58,41,0,JW-0400,17
85311,JF-0900,62,36,0,JW-0400,26
85333,MV-0100,63,44,0,EJ-1100,19
85361,MV-0100,61,51,0,EJ-1100,10
85381,HE-0100,70,50,1,,0
85401,MV-0100,60,34,0,EJ-1100,26
85406,HE-0100,70,50,1,,0
85424,HE-0100,70,50,1,,0
85432,HE-0100,70,50,1,,0
85441,MV-0100,58,58,0,EJ-1100,0
85458,MV-0100,61,45,0,EJ-1100,16
85475,HE-0100,62,44,0,TW-0400,18
85493,JH-0900,75,55,1,,0
85523,OM-0100,56,36,0,DH-4200,20
85534,OM-0100,70,50,1,,0
85547,OM-0100,75,55,1,,0
85564,JH-0900,60,43,0,AJ-0800,17
85583,OM-0100,50,32,0,DH-4200,18
85584,OM-0100,66,48,0,DH-4200,18
85588,OM-0100,60,38,0,LF-0600,22
85605,JH-0900,63,28,0,AJ-0800,35
85612,OM-0100,70,45,0,LF-0600,25
85629,OM-0100,69,47,0,LF-0600,22
85643,JH-0900,72,49,0,AJ-0800,23
85658,RL-0900,66,35,0,TK-0500,31
85669,SJ-0300,67,1,0,MM-5300,66
85678,RL-0900,53,50,0,TK-0500,3
85703,SJ-0300,75,55,1,,0
85716,SJ-0300,68,54,0,MS-5400,14
85731,SJ-0300,74,54,1,,0
85748,SJ-0300,63,38,0,MS-5400,25
85763,SJ-0300,59,44,0,MS-5400,15
85784,RL-0900,69,48,0,DC-3300,21
85806,RL-0900,66,50,0,TK-0500,16
85818,MG-1200,59,45,0,ML-1700,14
85832,JC-0900,62,37,0,AS-3400,25
85851,JC-0900,68,43,0,AS-3400,25
85858,MG-1200,74,54,1,,0
85877,JC-0900,57,32,0,DS-3100,25
85901,JC-0900,61,24,0,AS-3400,37
85909,MG-1200,66,52,0,ML-1700,14
85917,JC-0900,69,30,0,,0
85971,MG-1200,70,46,0,ML-1700,24
85986,JC-0900,59,28,0,AS-3400,31
86016,JN-0600,58,37,0,BM-3300,21
86033,JN-0600,70,44,0,BM-3300,26
86042,DA-0300,9,9,0,,0
86050,DA-0300,69,48,0,JS-3200,21
86063,JN-0600,70,50,1,,0
86076,DA-0300,63,45,0,JS-3200,18
86094,DA-0300,65,45,0,JS-3200,20
86097,DA-0300,70,50,1,,0
86106,JN-0600,66,20,0,BM-3300,46
86139,JN-0600,70,50,1,,0
86165,JN-0600,70,47,0,BM-3300,23
86178,BG-1300,59,37,0,KW-0800,22
86191,BC-2300,59,38,0,MJ-0700,21
86204,BG-1300,67,58,0,RC-0800,9
86213,BG-1300,67,39,0,KW-0800,28
86229,BC-2300,61,39,0,MJ-0700,22
86249,BG-1300,66,44,0,JG-3200,22
86264,BC-2300,54,34,0,MS-1400,20
86277,BC-2300,45,30,0,TB-3900,15
86283,BG-1300,58,40,0,DT-1300,18
86289,BC-2300,39,27,0,MY-0300,12
86309,DW-5000,41,12,0,MS-1400,29
86314,BG-1300,51,50,0,RC-0800,1
86347,MK-1100,65,34,0,JL-1600,31
86353,KB-2300,49,42,0,KR-0100,7
86403,KB-2300,58,43,0,KR-0100,15
86432,MK-1100,61,34,0,JL-1600,27
86438,KB-2300,69,49,0,KR-0100,20
86459,MK-1100,65,51,0,JL-1600,14
86481,KB-2300,72,49,0,KR-0100,23
86508,MK-1100,57,44,0,JL-1600,13
86514,AV-0400,68,43,0,HP-0100,25
86531,AV-0400,62,44,0,LM-0600,18
86544,TP-1200,65,36,0,DB-3600,29
86588,AV-0400,63,42,0,LM-0600,21
86598,TP-1200,66,44,0,DB-3600,22
86604,AV-0400,64,39,0,LM-0600,25
86619,AV-0400,64,44,0,LM-0600,20
86634,AV-0400,59,59,0,,0
86655,AV-0400,68,48,0,HP-0100,20
86687,JF-0900,63,39,0,RA-0100,24
86727,JF-0900,63,49,0,LJ-1100,14
86751,PE-0100,63,44,0,TJ-1100,19
86758,PE-0100,64,28,0,TJ-1100,36
86777,PE-0100,60,-7,0,TJ-1100,67
86785,JF-0900,68,45,0,LJ-1100,23
86838,JJ-1400,69,47,0,AS-3400,22
86851,MG-1200,47,36,0,RJ-1600,11
86869,MG-1200,60,45,0,RT-0200,15
86898,MG-1200,72,43,0,RT-0200,29
86918,MG-1200,65,48,0,RT-0200,17
86920,DZ-0100,63,40,0,KW-1100,23
86934,MG-1200,64,47,0,RT-0200,17
86989,MG-1200,68,53,0,JH-6200,15
86995,TS-0500,70,50,1,,0
87057,TS-0500,67,49,0,DH-4200,18
87076,TS-0500,53,38,0,DH-4200,15
87078,JH-0900,70,50,1,,0
87093,JH-0900,69,33,0,SS-2100,36
87100,TS-0500,55,35,1,,0
87105,TS-0500,55,41,0,DH-4200,14
87132,TS-0500,70,50,1,,0
87160,PD-0200,70,50,1,,0
87176,PD-0200,71,49,0,RJ-1800,22
87231,PD-0200,54,46,0,LN-0200,8
87248,PD-0200,41,39,0,LN-0200,2
87250,NR-0100,67,40,0,AK-0400,27
87297,PD-0200,64,51,0,RJ-1800,13
87310,NR-0100,50,49,0,AD-0400,1
87334,MK-1100,70,51,0,JS-3200,19
87366,JN-0600,65,41,0,KR-0100,24
87375,MK-1100,67,44,0,JS-3200,23
87389,JN-0600,70,50,0,KR-0100,20
87403,JN-0600,65,45,0,KR-0100,20
87429,MK-1100,55,35,1,,0
87446,MK-1100,69,46,0,JS-3200,23
87465,JN-0600,78,58,1,,0
87491,MV-0100,68,43,0,AJ-0800,25
87503,OM-0100,73,39,0,TW-0400,34
87520,OM-0100,70,50,1,,0
87548,MV-0100,71,46,0,AJ-0800,25
87554,OM-0100,48,32,0,DS-3000,16
87563,OM-0100,57,36,0,RW-2600,21
87613,MV-0100,46,46,0,,0
87635,MV-0100,43,43,0,JF-2100,0
87653,MA-0700,70,50,1,,0
87680,MA-0700,63,42,0,SM-0100,21
87696,MA-0700,61,35,0,EJ-1100,26
87717,HE-0100,60,43,0,DH-0600,17
87734,HE-0100,70,50,1,,0
87784,MA-0700,60,11,0,EJ-1100,49
87788,HE-0100,57,43,0,DH-0600,14
87797,HE-0100,70,50,1,,0
87803,MA-0700,63,46,0,BS-1700,17
87810,MH-3100,57,41,0,DC-1400,16
87830,DB-3900,66,51,0,CR-1500,15
87841,MH-3100,61,39,0,CJ-0600,22
87850,MH-3100,58,42,0,DC-1400,16
87865,DB-3900,61,46,0,CR-1500,15
87884,DB-3900,68,52,0,CR-1500,16
87892,MH-3100,62,43,0,CJ-0600,19
87904,DB-3900,63,47,0,CR-1500,16
87912,DB-3900,60,-30,0,CR-1500,90
87914,MH-3100,64,48,0,DC-1400,16
87928,MH-3100,67,33,0,DC-1400,34
87940,DB-3900,65,41,0,CR-1500,24
87948,MH-3100,64,42,0,CJ-0600,22
87963,DB-3900,71,48,0,CR-1500,23
87975,MH-3100,67,45,0,CJ-0600,22
87987,DB-3900,46,35,0,PC-1000,11
87992,DB-3900,70,48,0,CR-1500,22
88019,RL-1300,73,38,0,ML-1700,35
88033,JC-0900,68,44,0,ND-0100,24
88065,RL-1300,64,36,0,ML-1700,28
88078,JC-0900,68,51,0,ND-0100,17
88093,JC-0900,71,46,0,JW-0400,25
88102,RL-1300,63,63,0,ML-1700,0
88105,JC-0900,66,45,0,JW-0400,21
88110,JC-0900,64,48,0,JW-0400,16
88140,RL-1300,67,42,0,ML-1700,25
88169,RL-1300,68,43,0,ML-1700,25
88175,JC-0900,68,54,0,JW-0400,14
88182,JH-0500,64,50,0,PP-0300,14
88234,AV-0400,61,41,0,CM-3100,20
88259,AV-0400,25,25,0,,0
88260,AV-0400,71,43,0,CM-3100,28
88265,AV-0400,67,34,0,CM-3100,33
88282,AV-0400,60,42,0,CM-3100,18
88290,AV-0400,64,39,0,CM-3100,25
88296,JH-0500,62,45,0,DB-3600,17
88306,AV-0400,70,50,1,,0
88316,AV-0400,55,37,0,CM-3100,18
88331,AV-0400,71,13,0,CM-3100,58
88340,KB-2300,63,48,0,TV-0100,15
88352,WR-0500,67,30,0,JL-1600,37
88374,WR-0500,59,43,0,JL-1600,16
88394,KB-2300,70,42,0,TV-0100,28
88429,WR-0500,61,64,0,JL-1600,-3
88430,WR-0500,70,50,1,,0
88475,WR-0500,53,42,0,JL-1600,11
88507,JE-0200,63,39,0,JW-4600,24
88556,JC-5000,55,35,1,,0
88577,JE-0200,62,40,0,JW-4600,22
88579,JC-5000,65,59,0,KC-1600,6
88593,JE-0200,58,52,0,PS-0500,6
88617,JE-0200,46,46,0,JW-4600,0
88642,JE-0200,56,37,0,JW-4600,19
88652,JC-5000,28,28,0,,0
88655,BG-1300,54,43,0,MM-5300,11
88673,RL-0900,64,45,0,MJ-0700,19
88686,BG-1300,62,39,0,MM-5300,23
88722,RL-0900,68,37,0,MJ-0700,31
88739,RL-0900,65,49,0,MJ-0700,16
88748,BG-1300,60,35,0,MM-5300,25
88786,RL-0900,65,-30,0,MJ-0700,95
88788,BG-1300,63,49,0,MM-5300,14
88808,BG-1300,63,34,0,MM-5300,29
88828,JW-3300,70,40,0,DW-1200,30
88839,MB-4600,68,44,0,TW-2100,24
88873,MB-4600,65,38,0,TW-2100,27
88877,MB-4600,70,50,1,,0
88891,JW-3300,58,41,0,DJ-2300,17
88913,MB-4600,69,36,0,TW-2100,33
88921,JW-3300,73,45,0,DJ-2300,28
88934,MB-4600,64,38,0,TW-2100,26
88958,MB-4600,70,39,0,TW-2100,31
88967,JW-3300,75,55,1,,0
88976,MB-4600,69,41,0,TW-2100,28
88989,TP-1200,66,43,0,TK-0500,23
89005,SJ-0300,63,40,0,AR-0200,23
89014,TP-1200,66,41,0,DC-3300,25
89023,SJ-0300,61,30,0,AR-0200,31
89067,SJ-0300,71,43,0,LM-0600,28
89079,SJ-0300,70,45,0,LM-0600,25
89096,SJ-0300,73,50,0,AR-0200,23
89119,TP-1200,66,-30,0,TK-0500,96
89121,SJ-0300,72,37,0,LM-0600,35
89162,SJ-0300,46,34,0,RB-0300,12
89167,DA-0300,70,50,1,,0
89184,DA-0300,70,43,0,KW-0800,27
89203,DA-0300,63,41,0,KW-0800,22
89216,JT-4400,68,46,0,DD-2400,22
89228,DA-0300,68,48,0,DT-1300,20
89235,DA-0300,65,42,0,DT-1300,23
89253,JT-4400,71,48,0,BM-3300,23
89269,DA-0300,55,35,1,,0
89305,DA-0300,72,49,0,KW-0800,23
89323,BG-1300,68,41,0,TV-0100,27
89336,BG-1300,60,36,0,RJ-0700,24
89363,WR-0500,76,56,0,MJ-0700,20
89384,WR-0500,70,50,1,,0
89395,WR-0500,70,50,1,,0
89434,SP-1400,68,52,0,RJ-0700,16
89445,WR-0500,70,50,1,,0
89452,BG-1300,64,37,0,TV-0100,27
89479,JC-0900,63,48,0,RA-0100,15
89497,PE-0100,63,37,0,ML-1700,26
89509,PE-0100,65,45,0,ML-1700,20
89523,PE-0100,63,43,0,ML-1700,20
89531,PE-0100,68,39,0,ML-1700,29
89542,JC-0900,66,66,0,LJ-1100,0
89546,JC-0900,54,42,0,LJ-1100,12
89567,PE-0100,61,35,0,ML-1700,26
89582,JC-0900,60,42,0,LJ-1100,18
89623,PE-0100,53,28,0,ML-1700,25
89644,JC-0900,65,39,0,RA-0100,26
89653,MH-3100,60,19,0,KK-0200,41
89683,JE-0200,68,43,0,CR-1500,25
89701,JE-0200,67,47,0,CR-1500,20
89723,MH-3100,70,49,0,KK-0200,21
89737,JE-0200,69,58,0,CR-1500,11
89749,MH-3100,66,44,0,KK-0200,22
89775,JE-0200,65,38,0,TD-2100,27
89798,MH-3100,70,50,1,,0
89812,JE-0200,65,40,0,CR-1500,25
89821,MH-3100,14,14,0,,0
89825,RL-1300,71,44,0,ED-0900,27
89835,JH-0900,69,38,0,JW-0400,31
89849,RL-1300,57,36,0,ED-0900,21
89866,RL-1300,66,44,0,ED-0900,22
89883,JH-0900,70,50,1,,0
89896,RL-1300,65,34,0,ED-0900,31
89902,JH-0900,74,19,0,JW-0400,55
89913,JH-0900,65,42,0,JW-0400,23
89928,RL-1300,70,48,0,ED-0900,22
89948,RL-1300,71,45,0,ED-0900,26
89966,RL-1300,65,15,0,LF-0600,50
89973,JH-0900,72,51,0,TF-0400,21
89995,JH-0900,10,10,0,,0
90002,RL-1300,47,28,0,LF-0600,19
90008,MV-0100,61,50,0,JL-1600,11
90036,MV-0100,62,51,0,AB-1900,11
90050,MV-0100,67,58,0,JL-1600,9
90077,MV-0100,63,45,0,AB-1900,18
90083,KB-2300,68,41,0,TW-0400,27
90105,KB-2300,66,41,0,TW-0400,25
90142,MV-0100,66,43,0,AB-1900,23
90150,MV-0100,70,21,0,AB-1900,49
90158,OM-0100,64,35,0,CM-3100,29
90186,OM-0100,73,53,1,,0
90194,OM-0100,77,38,0,CM-3100,39
90202,OM-0100,52,28,0,CM-3100,24
90213,JH-0500,79,59,1,,0
90249,JH-0500,74,54,1,,0
90285,OM-0100,70,50,1,,0
90300,OM-0100,72,41,0,CM-3100,31
90309,OM-0100,53,20,0,LJ-1500,33
90315,DB-3900,69,50,0,SS-2100,19
90350,DB-3900,61,39,0,SS-2100,22
90386,TS-0500,54,33,0,ND-0300,21
90411,TS-0500,68,52,0,ND-0300,16
90428,TS-0500,61,46,0,DC-1400,15
90441,TS-0500,68,49,0,ND-0300,19
90454,DB-3900,67,43,0,SS-2100,24
90468,MA-0700,66,35,0,DB-3600,31
90500,MA-0700,68,16,0,DB-3600,52
90508,MA-0700,58,43,0,DB-3600,15
90527,AV-0400,68,33,0,DH-0600,35
90552,AV-0400,40,33,0,MB-1200,7
90553,AV-0400,64,7,0,DH-0600,57
90559,MA-0700,69,41,0,DB-3600,28
90572,AV-0400,70,50,1,,0
90594,AV-0400,73,53,1,,0
90602,AV-0400,47,37,0,RO-0600,10
90612,MA-0700,68,45,0,DB-3600,23
90620,AV-0400,63,39,0,DH-0600,24
90628,MA-0700,65,43,0,DB-3600,22
90645,MA-0700,70,40,0,DB-3600,30
90655,MB-4600,74,49,0,MM-5300,25
90675,RL-0900,48,43,0,DC-0300,5
90719,RL-0900,70,56,0,DJ-2300,14
90732,RL-0900,68,54,0,DJ-2300,14
90751,MB-4600,64,39,0,MM-5300,25
90779,MB-4600,78,58,1,,0
90799,MB-4600,67,41,0,MM-5300,26
90807,MK-1100,70,23,0,BM-3300,47
90814,DA-0300,70,-30,0,RS-3500,100
90816,MK-1100,67,41,0,BM-3300,26
90842,MK-1100,71,45,0,BM-3300,26
90862,DA-0300,53,26,0,MW-1600,27
90874,DA-0300,78,58,1,,0
90895,DA-0300,69,38,0,RS-3500,31
90903,DA-0300,65,44,0,RS-3500,21
90914,DA-0300,69,53,0,RS-3500,16
90926,MK-1100,78,58,1,,0
90946,DA-0300,67,45,0,RS-3500,22
90968,DA-0300,69,46,0,RS-3500,23
90980,JT-4400,70,50,1,,0
90993,JC-5000,62,45,0,JG-3200,17
91019,JT-4400,59,42,0,JW-4600,17
91032,JC-5000,67,40,0,LB-0400,27
91048,JT-4400,71,53,0,CW-3200,18
91063,JC-5000,65,46,0,JG-3200,19
91096,JC-5000,70,50,1,,0
91134,JN-0600,72,47,0,AD-0400,25
91146,PD-0200,60,44,0,JS-3200,16
91168,JN-0600,69,48,0,AD-0400,21
91186,JN-0600,66,47,0,AD-0400,19
91206,JN-0600,65,48,0,AD-0400,17
91217,PD-0200,70,47,0,EB-0700,23
91248,PD-0200,70,50,1,,0
91275,JN-0600,70,50,1,,0
91289,PD-0200,28,28,0,,0
91301,PD-0200,65,46,0,EB-0700,19
91303,JN-0600,70,50,1,,0
91312,NR-0100,63,42,0,TJ-1100,21
91321,JF-0900,65,47,0,BB-1700,18
91331,JF-0900,74,52,0,BB-1700,22
91345,JF-0900,70,50,1,,0
91382,JF-0900,66,66,0,,0
91397,NR-0100,28,24,0,TD-2200,4
91398,JF-0900,73,34,0,BB-1700,39
91416,JF-0900,73,48,0,BB-1700,25
91447,JF-0900,64,40,0,BB-1700,24
91471,JW-3300,70,50,1,,0
91483,MG-1200,66,53,0,TW-2100,13
91494,JW-3300,68,43,0,AS-3400,25
91506,MG-1200,68,51,0,TW-2100,17
91538,MG-1200,51,36,0,BM-0100,15
91544,MG-1200,66,52,0,TW-2100,14
91592,MG-1200,45,41,0,BM-0100,4
91606,JW-3300,58,32,0,AS-3400,26
91619,MG-1200,70,46,0,TW-2100,24
91625,MB-4600,65,45,0,MJ-0700,20
91641,MB-4600,67,45,0,MJ-0700,22
91702,BG-1300,50,41,0,DW-1200,9
91703,BG-1300,69,45,0,DJ-2300,24
91751,BG-1300,66,35,0,DJ-2300,31
91770,BG-1300,69,50,0,DJ-2300,19
91782,PE-0100,65,45,0,CR-1500,20
91793,MH-3100,65,45,0,RA-0100,20
91811,PE-0100,67,42,0,CR-1500,25
91822,MH-3100,60,43,0,LJ-1100,17
91840,MH-3100,64,47,0,LJ-1100,17
91852,PE-0100,66,48,0,CR-1500,18
91854,MH-3100,64,48,0,RA-0100,16
91865,MH-3100,70,35,0,RA-0100,35
91878,PE-0100,61,22,0,CR-1500,39
91904,PE-0100,66,48,0,CR-1500,18
91912,MH-3100,62,44,0,LJ-1100,18
91926,PE-0100,67,45,0,CR-1500,22
91937,MH-3100,69,50,0,LJ-1100,19
91944,NR-0100,72,40,0,AS-3400,32
91975,NR-0100,45,36,0,TY-0200,9
91982,MG-1200,66,47,0,BB-1700,19
92001,MG-1200,68,43,0,BB-1700,25
92024,MG-1200,50,43,0,BB-1700,7
92029,MG-1200,64,46,0,BB-1700,18
92040,MG-1200,65,45,0,BB-1700,20
92095,MG-1200,65,48,0,BB-1700,17
92106,JC-0900,62,-8,0,DH-4200,70
92113,JH-0900,74,45,0,ML-1700,29
92118,JH-0900,67,44,0,ML-1700,23
92131,JH-0900,74,49,0,ML-1700,25
92172,JH-0900,73,39,0,ML-1700,34
92187,JC-0900,63,46,0,LF-0600,17
92195,JH-0900,67,52,0,ML-1700,15
92215,JH-0900,62,42,0,ML-1700,20
92225,JC-0900,63,30,0,LF-0600,33
92245,JH-0900,68,43,0,ML-1700,25
92269,JC-0900,66,51,0,DH-4200,15
92276,RL-1300,51,38,0,AW-0300,13
92292,RL-1300,60,44,0,SS-2100,16
92313,TS-0500,70,51,0,DG-1800,19
92347,RL-1300,65,42,0,SS-2100,23
92357,TS-0500,64,46,0,DG-1800,18
92402,TS-0500,59,32,0,ND-0100,27
92425,RL-1300,70,50,1,,0
92439,HE-0100,73,47,0,CM-3100,26
92447,HE-0100,75,55,1,,0
92495,HE-0100,48,37,0,DO-0400,11
92502,JH-0500,78,58,1,,0
92513,JH-0500,65,65,0,SM-0100,0
92525,HE-0100,68,44,0,CM-3100,24
92546,HE-0100,63,43,0,LJ-1500,20
92586,MA-0700,71,22,0,AJ-0800,49
92592,OM-0100,65,43,0,DH-0600,22
92605,MA-0700,57,29,0,AJ-0800,28
92611,MA-0700,70,50,1,,0
92624,OM-0100,73,54,0,DH-0600,19
92630,MA-0700,63,39,0,AJ-0800,24
92643,MA-0700,61,34,0,AJ-0800,27
92660,OM-0100,64,45,0,DH-0600,19
92675,OM-0100,70,50,1,,0
92684,MA-0700,62,42,0,AJ-0800,20
92690,OM-0100,67,51,0,DH-0600,16
92716,MA-0700,66,33,0,AJ-0800,33
92724,OM-0100,54,36,0,DH-0600,18
92736,MA-0700,68,44,0,AJ-0800,24
92742,MA-0700,55,35,1,,0
92764,SJ-0300,78,58,1,,0
