pid,psr,ints,iry
344011,PR-0300,KH-1000,1
344060,PM-0200,AC-2400,89
344079,PM-0200,EW-0400,0
344294,TR-0800,RM-3400,0
344325,TB-2300,QJ-0100,0
344365,PR-0300,AS-0100,10
344372,PR-0300,EH-0800,0
344390,TB-2300,DF-1200,7
344408,TB-2300,AC-2400,7
344573,BF-0100,RM-3400,11
344617,BF-0100,CW-1200,9
344661,EM-0200,EH-0800,23
344879,EM-0200,FS-0400,0
344956,CP-0500,CM-1200,16
345247,CP-0900,DR-1100,0
345374,DH-4300,EH-0800,3
345439,MS-0200,LW-1600,6
345448,MS-0200,TP-1600,0
345586,VY-0100,GS-0900,23
345632,DG-0600,CF-0500,0
345665,DG-0600,CF-0500,1
345666,VY-0100,DH-1900,0
345785,JK-1500,LM-1300,38
346017,MH-1600,TM-1900,0
346036,DB-3800,PB-0800,26
346182,JG-0600,SF-0800,2
346454,TR-0800,EW-1700,20
346683,JO-0700,AW-1500,28
347116,TJ-0300,AB-1600,7
347296,DH-4300,TB-2400,36
347417,TT-0900,KM-3000,0
347564,CP-0500,CF-0500,0
347575,CP-0500,MG-1800,15
347591,PM-0200,AW-1800,1
347711,PM-0200,CG-1500,0
347780,DB-3800,CH-4000,0
347898,DB-3800,CH-4000,10
348063,JK-1500,CW-3700,0
348071,JK-1500,CW-3700,41
348077,JK-1500,NC-0700,42
348176,JD-1400,CT-1500,26
348383,MB-4800,JT-3800,41
348469,DG-0600,TM-1900,0
348549,MR-2500,AT-0100,2
348602,MR-2500,SP-1300,22
348815,MH-1600,PW-1200,86
348820,MH-1600,WH-0200,1
349124,BF-0100,BM-2000,6
349193,PR-0300,CB-0100,0
349330,JC-6200,AC-1000,10
349398,DA-1300,BM-1300,0
349428,DA-1300,TP-1600,12
349536,TR-0800,AS-0100,14
349715,TT-0900,EC-0300,16
349725,TT-0900,BG-2100,25
349818,TT-0900,CH-4200,10
349920,TE-0100,DH-0700,0
349987,KC-2000,JR-1300,33
350007,MS-0200,MG-1800,0
350132,MS-0200,MG-1800,0
350141,MS-0200,CF-0500,99
350451,KW-0500,CR-1300,42
350505,MC-0700,RS-2800,8
350637,BG-1900,LB-0900,3
350676,KO-0700,BR-1600,0
350693,KO-0700,GA-0100,45
350729,BG-1900,NV-0100,0
350758,BG-1900,KP-0200,12
350851,GF-0400,CG-0200,19
351127,MB-4800,DG-2400,31
351240,JK-1500,TB-2800,1
351303,DO-0300,JS-4600,0
351360,JC-6200,MM-2700,14
351533,BR-1100,AS-0100,0
351536,DM-2200,BM-1300,0
351553,KK-1200,TP-1600,0
351686,PM-0200,RM-1300,61
351722,DG-0600,KH-1000,28
351725,PM-0200,BW-2200,27
351804,JF-1900,DJ-0500,16
351819,JF-1900,MA-0200,0
351864,DA-1300,CM-1200,12
351873,DA-1300,ER-0100,32
351931,DA-1300,SR-1100,2
351969,TR-0800,NC-0700,61
352113,PR-0300,DB-0900,25
352143,BF-0100,AC-2400,52
352161,BF-0100,EW-0400,3
352259,KC-1400,AC-2400,0
352364,JC-6200,DJ-1600,7
352367,JC-6200,BC-0500,32
352488,RF-0500,MA-0200,23
352499,RF-0500,EW-1700,23
352513,DA-1300,CN-0300,12
352585,RF-0500,TC-2700,4
352761,BF-0100,CO-0500,39
352781,KW-0500,DR-1100,32
352797,KW-0500,ES-1100,6
352922,KW-0500,DR-1100,0
352949,DB-3800,TS-2900,0
353042,JO-0700,KK-0100,13
353062,JO-0700,TP-2000,25
353429,GF-0400,NH-0300,11
353480,AR-1300,DB-4200,-2
353506,AR-1300,BR-1600,10
353532,BG-1900,TW-2700,39
353553,BG-1900,NC-0700,6
353565,BG-1900,CW-3700,62
353594,AR-1300,GA-0100,5
353679,TE-0100,OA-0200,19
353722,TG-1600,JG-3600,33
353818,PR-0300,CJ-1600,12
353867,PR-0300,DH-0700,21
353870,JR-3500,TD-1600,4
354058,TR-0800,CH-4000,3
354168,KO-0700,DH-4100,8
354200,DM-2200,KP-0200,49
354202,KO-0700,QM-0200,0
354293,BR-1100,HN-0300,1
354512,PM-0200,ZD-0200,0
354594,SR-1200,MB-4900,3
354605,KC-2000,JB-1300,-4
354625,KC-2000,CM-1200,0
354649,JF-1900,MG-1800,6
354744,JF-1900,NH-0300,0
354978,JD-1400,JP-0100,0
354979,DH-4300,JB-2000,8
355001,DH-4300,KL-1500,43
355307,DO-0300,CT-1500,26
355476,MH-1600,KD-1100,44
355649,JG-0600,MT-0600,11
355688,MC-0700,TS-2900,13
355689,JO-0700,BM-2000,0
355726,MC-0700,NC-0200,0
355780,JO-0700,RH-1100,0
355832,JO-0700,DO-0200,0
355981,JL-2800,EG-0800,1
356117,MR-2500,TW-2700,0
356138,AR-1300,MB-2700,16
356160,CP-0500,GE-0200,11
356275,TR-0800,KR-0900,39
356326,BR-1100,RM-1300,72
356558,DB-3800,BL-0500,1
356660,DB-3800,TJ-2300,0
356759,JR-3500,JD-0400,18
356820,JF-1900,MB-4900,2
356879,JF-1900,AB-1500,0
356948,JF-1900,TJ-1000,3
357066,BF-0100,MW-1400,0
357094,BF-0100,CL-1900,6
357150,JD-1400,TJ-0200,25
357195,JD-1400,JP-2700,58
357239,JD-1400,AT-0100,11
357369,GF-0400,LB-0600,2
357600,MS-0200,AA-2000,12
357611,MS-0200,AG-1200,0
357730,CP-0900,EW-1400,19
357940,JC-6200,GS-0900,0
358183,DM-2200,TS-2900,1
358209,JO-0700,QM-0200,41
358226,JO-0700,JP-0600,55
358261,KW-0500,KH-0300,0
358515,CF-1300,CW-3700,12
358525,CF-1300,TW-2700,15
358646,MC-0700,QJ-0100,2
358725,EM-0200,BP-1000,24
358790,EM-0200,BM-1100,21
358838,EM-0200,EW-1700,94
359133,PR-0300,KM-2100,32
359360,CP-0900,TS-3500,44
359495,BJ-1400,WW-0800,2
359584,BJ-1400,OA-0200,16
359602,BJ-1400,OA-0200,43
359688,GF-0400,CG-1700,6
359731,GF-0400,TM-1200,0
359747,GF-0400,KP-0200,50
359795,GF-0400,ZB-0200,0
359897,DB-3800,KL-1500,31
360021,JO-0700,MJ-1700,18
360031,JO-0700,MJ-1700,0
360311,BF-0100,GW-1500,0
360401,BF-0100,DH-0700,10
360694,PM-0200,NC-0700,62
360758,PM-0200,AR-1900,99
360831,SW-0100,AT-0100,19
360981,JC-6200,BM-2000,0
361021,JC-6200,JS-0300,9
361122,JR-3500,FW-0300,0
361407,PR-0300,JV-0500,8
361443,BF-0100,BF-0800,27
361467,BF-0100,JP-0100,0
361545,BF-0100,BF-0800,91
361688,TE-0100,WA-0200,30
361915,MR-2500,AS-0100,0
362013,MR-2500,LS-0800,0
362154,MC-0700,OA-0200,13
362166,MC-0700,FB-0700,16
362228,MB-4800,DO-0200,47
362365,KW-0500,JB-2000,44
362733,BR-1100,JB-8400,6
362760,BR-1100,BK-0200,17
362821,BR-1100,CW-1200,7
362862,BR-1100,KP-0600,0
362950,JO-0700,JW-5300,75
363156,RF-0500,EW-1400,17
363168,RF-0500,DR-2600,0
363217,PM-0200,CH-3800,1
363319,PM-0200,CH-3800,39
363354,GF-0400,JR-1300,44
363388,MS-0200,AW-1800,4
363444,SR-1200,MW-2000,0
363581,DG-0600,DJ-2600,13
363594,RF-0500,BW-2200,4
363708,JG-0600,BC-0500,35
363996,DA-1300,TS-3500,42
364051,TE-0100,AE-0600,92
364128,BF-0100,JG-3600,42
364151,TE-0100,DR-1100,0
364203,MB-4800,AR-1400,40
364313,MB-4800,RH-2900,0
364321,DO-0300,MB-4100,0
364443,DO-0300,CS-3800,44
364446,RG-2300,DW-2400,-4
364590,AR-1300,CH-3800,0
364674,JC-6200,JA-1000,2
364698,JC-6200,WA-0200,32
364787,CP-0900,KP-0100,13
364793,JC-6200,TC-3100,1
364967,JR-3500,EC-0300,0
365010,BJ-1400,CW-1200,57
365038,EM-0200,MJ-0900,23
365053,BJ-1400,CW-1200,1
365070,BB-2400,JB-8400,9
365172,DM-2200,DG-2400,0
365433,MC-0700,BS-0500,0
365451,BR-1100,CG-2900,0
365550,JC-0500,DT-1900,0
365602,JC-0500,TC-1100,14
365653,JC-6200,BP-1000,13
365775,DC-4400,RM-1300,14
365948,RG-2300,CH-3800,13
366123,TE-0100,EH-0800,4
366196,TE-0100,DO-0200,2
366237,DB-3800,EC-0300,32
366385,DB-3800,CH-4200,0
366396,DB-3800,CJ-0200,95
366479,MB-4800,KR-0500,50
366517,TG-1600,HP-0100,41
366596,CP-0900,JB-0300,35
366731,GF-0400,CW-3700,9
366793,GF-0400,TW-2700,19
366822,GF-0400,NC-0700,59
366911,SR-1200,HN-0300,0
366978,SR-1200,RL-0600,29
367016,SR-1200,RL-0600,14
367022,SR-1200,SR-1100,3
367058,JD-1400,NA-0200,0
367062,AW-0400,RM-0800,11
367096,JD-1400,RB-0400,0
367129,JD-1400,RB-0400,8
367148,JD-1400,SW-1200,0
367176,AW-0400,CG-0200,0
367284,PR-0300,BP-0900,0
367325,PR-0300,JM-3200,4
367456,BR-1100,KR-0300,2
367519,BR-1100,TJ-1000,6
367539,BR-1100,MB-4900,0
367543,EM-0200,MP-0500,21
367614,DM-2200,SM-0200,21
367859,SH-1100,KD-0100,34
367876,SH-1100,AW-1500,9
368187,MR-2500,DB-2800,5
368455,JF-1900,AR-1500,10
368464,EM-0200,RL-0600,0
368498,JF-1900,AR-1500,50
368694,SR-1200,MB-4900,2
368700,KC-2000,RN-0300,0
368843,DG-0600,CC-0700,0
368913,AR-1300,BU-0200,0
369089,DM-2200,BJ-1500,35
369098,DM-2200,JJ-5000,22
369127,DM-2200,CC-5000,22
369237,DB-3800,JP-0100,2
369379,TT-0900,UY-0100,3
369406,DC-4400,ND-0400,0
369524,DC-4400,CG-1400,16
369749,MB-4800,WH-0200,24
369762,MB-4800,NC-0200,13
369929,MH-1600,DR-2800,0
369932,KW-0500,JW-5300,58
369984,MH-1600,KD-0100,13
370021,MH-1600,DR-2800,6
370029,PR-0300,TP-1600,21
370094,PR-0300,JH-2100,33
370203,TR-0800,DH-0700,2
370221,TR-0800,RM-2800,4
370259,JC-0500,TN-0400,0
370313,TE-0100,KW-2200,2
370321,TE-0100,AD-0300,4
370341,TE-0100,BM-1100,3
370635,RF-0500,TP-1600,19
370723,SR-1200,BP-1000,8
370725,BQ-0100,AW-0800,8
370740,BQ-0100,FB-0400,3
370775,SR-1200,SJ-0700,20
370787,DA-1300,JR-1300,18
370853,TT-0900,LM-1100,64
370871,TT-0900,LM-1100,0
371014,BF-0100,CF-0500,0
371145,MC-0700,RH-2200,17
371272,CP-0900,BM-2000,19
371410,SH-1100,AH-2700,0
371531,DC-4400,RB-0700,2
371568,DC-4400,RB-0700,65
371667,DM-2200,FW-0400,12
371691,DM-2200,ER-0100,43
371745,KK-1200,SR-1100,0
371770,KK-1200,ER-0100,107
371895,TG-1600,BU-0200,11
371907,TG-1600,CT-1500,0
371928,TG-1600,LB-0900,0
371939,TG-1600,LB-0900,9
372020,GF-0400,GS-0900,2
372097,DG-0600,BS-0700,-1
372107,DG-0600,MW-2000,-1
372403,JC-6200,TH-2800,-3
372536,MH-1600,LL-0200,13
372583,MH-1600,SS-2600,0
372722,KW-0500,TT-1000,13
372805,PM-0200,QJ-0100,0
373017,AR-1300,JD-0400,42
373024,AR-1300,JD-0400,0
373026,LM-1500,AR-1900,37
373068,AR-1300,KK-0100,0
373118,DC-4400,DB-0600,15
373344,TR-0800,MT-1900,0
373385,MH-1600,TN-0400,0
373426,KW-0500,JH-1000,13
373435,KW-0500,QM-0200,12
373565,KW-0500,BD-0700,25
373632,BF-0100,DB-2800,0
373679,JC-6200,DL-2300,0
373993,DB-3800,CJ-2500,0
374039,DB-3800,JP-2700,13
374046,DB-3800,PB-0800,7
374206,AR-1300,JB-2000,0
374271,EM-0200,DH-0700,4
374317,JC-0500,AR-1500,-2
374487,MB-4800,AA-2000,17
374506,MB-4800,RH-2200,1
374535,MB-4800,AG-1200,-5
374694,JP-0300,JL-1200,35
374765,PM-0200,SJ-0700,4
374771,PM-0200,BM-1100,0
374837,KD-1400,AB-1500,0
374994,BR-1100,MV-0400,5
375130,MC-0700,TP-1600,23
375146,MC-0700,LT-0400,89
375242,TT-0900,CJ-1600,44
375413,GF-0400,KP-0200,36
375422,KO-0700,DS-1600,12
375448,KO-0700,BL-0500,28
375457,KO-0700,BS-0700,14
375491,SR-1200,RM-1300,4
375492,DG-0600,JR-1300,13
375676,JR-3500,SC-1400,10
375698,JR-3500,SC-1400,-2
375778,AW-0400,MW-1700,8
375881,JL-2800,WA-0200,0
375927,DG-0600,DM-0200,42
376013,KO-0700,GS-0900,13
376144,MS-0200,TW-2700,5
376162,AR-1300,DR-2600,0
376315,RF-0500,KH-1000,22
376373,RF-0500,KH-1000,85
376386,JP-0300,DH-4400,16
376412,KC-2000,DJ-0500,5
376476,KD-1400,MG-1800,36
376504,KC-2000,DJ-0500,8
376586,GF-0400,RN-0100,18
376615,GF-0400,CS-2700,0
376862,MR-2500,JD-0400,23
377028,JC-6200,ML-0700,27
377242,SH-1100,DB-3300,24
377295,BF-0100,WH-0200,0
377465,TR-0800,TP-1600,1
377526,TR-0800,IT-0100,0
377613,TR-0800,DT-1900,25
377658,KW-0500,RB-1400,24
377759,MB-4800,DR-2800,99
377776,JC-0500,ER-0100,4
377884,JF-1900,LL-0200,5
377921,JC-0500,ER-0100,5
377967,JD-1400,RB-0700,4
378004,JD-1400,JP-2700,1
378097,DB-3800,MB-4100,0
378188,DB-3800,AO-0300,0
378196,KO-0700,JB-7500,23
378229,KO-0700,SF-0800,17
378288,JF-1900,RC-1300,0
378421,JF-1900,WG-0500,12
378459,JC-6200,CG-0200,4
378526,JD-1400,JB-1500,34
378577,KC-2000,FB-0400,23
378788,TT-0900,SC-1400,0
378822,PR-0300,PS-1000,50
378948,BF-0100,PP-0800,9
378999,BF-0100,TM-1900,36
379016,JL-2800,HP-0100,6
379054,JL-2800,DR-1100,6
379066,JL-2800,KR-0500,0
379122,MR-2500,AT-0100,0
379135,MR-2500,RB-0700,-2
379162,BG-1900,DF-1600,1
379703,AR-1300,RN-0300,0
380033,KW-0500,CG-2800,-2
380250,MC-0700,GW-1500,5
380256,JR-3500,JW-3100,16
380431,EM-0200,TN-0400,2
380504,EM-0200,TN-0400,0
380558,DJ-0200,SJ-0700,0
380564,KD-1400,AS-0100,50
380578,DM-2200,BM-1100,98
380623,KD-1400,SB-1200,17
380633,KK-1200,BM-1100,24
380793,DG-0600,KR-0300,35
380821,TR-0800,ER-0100,0
380896,TR-0800,ER-0100,29
381007,KD-1400,LH-0300,50
381075,KD-1400,LH-0300,10
381100,KD-1400,LH-0300,27
381119,BG-1000,BJ-1500,0
381138,TT-0900,AG-1200,55
381215,CP-0900,JP-0100,0
381243,TT-0900,NJ-0300,0
381286,TT-0900,RH-2200,16
381399,BR-1100,MG-1800,32
381448,BR-1100,MG-1800,83
381592,ML-1000,EH-0800,-7
381639,DO-0300,JD-0400,0
381704,DO-0300,UY-0100,0
381829,SH-1100,OA-0200,0
381852,SH-1100,RB-1400,0
381885,SH-1100,RB-1400,5
381947,MB-4800,TB-2800,0
382066,JG-0600,SC-1400,3
382092,JG-0600,AC-1000,59
382153,BF-0100,JW-5300,2
382250,BF-0100,JW-5300,0
382391,MS-0200,CJ-1600,12
382549,JC-6200,KM-2100,1
383074,AR-1300,AB-3300,-2
383152,KO-0700,CW-3700,22
383171,KO-0700,NC-0700,28
383229,BR-1100,SJ-0700,3
383297,BG-1000,TC-1100,18
383327,BG-1000,TC-1100,32
383884,JR-3500,SP-1300,84
383903,JG-0600,RB-0400,0
384037,TJ-0300,JB-8400,47
384281,MR-2500,JC-5500,16
384376,MR-2500,JW-0200,8
384429,DO-0300,CW-3700,23
384559,DO-0300,NC-0700,61
384623,DB-3800,CH-1600,16
384804,DG-0600,ER-0100,7
384879,DG-0600,ER-0100,38
384925,SH-1100,CR-1300,31
385042,SW-0100,RB-3400,0
385126,KW-0500,LT-0100,16
385210,SW-0100,DR-2800,44
385231,BF-0100,AG-1200,0
385284,BF-0100,PM-0800,25
385357,BF-0100,AG-1200,3
385439,TR-0800,SB-1700,23
385597,JC-6200,PO-0100,0
385619,JC-6200,LC-0300,4
385690,MR-2500,RB-3400,3
385757,KW-0500,CJ-0200,0
385803,MR-2500,DR-2800,0
385972,PR-0300,AB-1500,36
386072,CP-0900,JL-1200,20
386084,CP-0900,ER-0100,64
386103,CP-0900,FW-0400,12
386129,CP-0900,ER-0100,12
386236,TJ-0300,AS-0100,44
386253,DM-2200,CG-2800,0
386407,KC-2000,SR-1100,3
386542,JD-1400,DR-2800,19
386570,JD-1400,GH-0800,6
386605,KW-0500,JB-2000,4
386608,JD-1400,AR-1400,47
386633,JD-1400,RB-3400,0
386642,JD-1400,RH-2900,0
386688,EM-0200,AS-0100,25
386732,DM-2200,KD-1100,0
386756,DM-2200,FR-0100,17
386822,EM-0200,QM-0200,5
386926,PR-0300,LF-0500,0
387014,JF-1900,DT-1900,2
387142,JF-1900,TP-1600,40
387153,JF-1900,TC-1100,5
387184,DM-2200,AF-1000,27
387375,BR-1100,KD-0100,-1
387383,KW-0500,JH-2100,100
387502,KC-2000,TP-1600,16
387505,BR-1100,VF-0200,0
387554,BR-1100,CF-0500,80
387734,CP-0900,MP-1000,39
387874,JF-1900,DJ-1600,70
387984,JD-1400,SB-1700,19
388007,JD-1400,SB-1700,37
388054,DM-2200,JB-2000,10
388057,JD-1400,AJ-1600,11
388063,JD-1400,AS-0100,0
388094,MM-4700,JH-1000,2
388177,CP-0500,WW-0900,0
388270,CP-0500,TS-0700,5
388362,BQ-0100,CG-2800,0
388558,MS-0100,JB-8300,14
388576,MS-0200,LS-0800,0
388599,PM-0200,DC-4000,0
388790,DB-3800,AH-2700,26
388824,MS-4100,DS-1600,51
388868,MS-4100,SS-1100,13
388897,MS-4100,DS-1600,28
389084,KW-0500,PW-1200,4
389141,KW-0500,NC-0200,8
389281,JC-0500,CW-1200,0
389330,EM-0200,DH-0700,18
389380,MH-1600,JB-8400,0
389409,MH-1600,OA-0200,12
389565,JC-6200,NC-0700,31
389596,JC-6200,JJ-3700,2
389603,JC-6200,TW-2700,67
389693,JC-6200,AH-1000,29
389762,TB-2300,AS-0400,26
389866,JR-3500,QJ-0100,21
389946,PR-0300,MH-3700,7
390023,JR-3500,AC-1000,0
390053,MR-2500,RM-0800,13
390177,JD-1400,CH-4200,4
390219,MS-4100,CG-2400,13
390314,MS-4100,CG-2400,36
390374,CP-0500,CW-3700,22
390407,CP-0500,CW-3700,37
390677,DG-0600,DR-2800,7
390771,MC-0700,MH-3700,10
390801,MC-0700,MH-3700,-2
390885,TB-2300,DR-1100,0
391066,DB-3800,AJ-1600,3
391110,KK-1200,SS-1100,3
391186,KK-1200,DS-1600,97
391192,KK-1200,TP-2000,0
391251,KC-2000,EW-1400,13
391530,BL-0600,DW-2600,76
391539,BL-0600,BS-1500,27
391626,TE-0100,SP-1300,4
391807,SW-0100,DG-1300,0
391887,BR-1100,CT-1500,25
392162,BQ-0100,DM-0800,3
392267,PR-0300,DL-0300,0
392299,JF-1900,AC-1000,22
392318,PR-0300,AB-0600,4
392365,TR-0800,BJ-1600,34
392405,TR-0800,KP-0600,0
392455,TR-0800,KP-0600,22
392647,CP-0900,AB-1500,0
392653,BQ-0100,DF-1600,13
392737,DA-1300,BA-1500,0
392776,DA-1300,DL-0300,29
392784,DA-1300,ER-0100,9
392878,BR-1100,JJ-5000,30
393048,JC-0500,KS-1100,8
393127,MS-0200,RM-1300,0
393338,SH-1100,CG-2800,0
393378,BF-0100,SS-2500,2
393671,KC-2000,ES-1100,0
393754,MS-0100,CH-3800,24
393759,KC-2000,DH-1400,14
394074,KB-1300,CW-3700,0
394120,BL-0600,TT-1000,3
394350,TE-0100,WS-0800,0
394429,JC-6200,DH-2000,3
394509,SW-0100,LB-0900,0
394591,JR-3500,RH-2200,18
394602,JR-3500,AG-1200,30
394848,CH-2400,EW-0400,31
394909,PM-0200,AR-1400,28
394959,KW-0500,AB-1500,0
395002,KW-0500,MJ-0100,3
395091,JD-1400,MJ-0900,0
395178,JD-1400,TN-0400,27
395248,MS-4100,TH-0600,6
395424,CP-0500,BP-1000,0
395457,DA-1300,JJ-5000,32
395653,MS-0200,CJ-1600,0
395843,PM-0200,KL-1500,0
395986,KC-2000,GA-0200,22
396009,KC-2000,DC-4000,0
396106,EM-0200,BF-0800,5
396329,JF-1900,LB-0600,0
396451,JC-0500,AT-0100,16
396464,JC-0500,AT-0100,32
396494,JJ-3500,DH-0700,22
396534,JC-0500,AT-0100,13
396607,TE-0100,VD-0200,23
396659,TE-0100,WA-0200,21
396713,TE-0100,WA-0200,6
396750,MS-0100,DS-1600,99
396859,MS-0100,DS-1600,0
396867,MS-0100,RG-0600,25
396958,TR-0800,CB-0100,3
397133,KB-1300,PW-1200,23
397384,AR-1300,AW-1800,0
397524,JF-1900,JJ-5000,21
397533,CP-0500,ER-0100,52
397652,JF-1900,LH-0300,0
397762,DA-1300,JB-8800,14
397767,TE-0100,EW-1700,0
397900,JD-1400,DH-0700,44
398020,BR-1100,WP-0200,38
398076,DC-4400,RC-1300,0
398536,JJ-3500,AS-0100,31
398553,JJ-3500,AS-0100,15
398569,JJ-3500,SB-1700,0
398661,BF-0100,JL-0600,7
398727,KB-1300,TJ-2300,0
398773,SH-1100,BW-2200,-2
398874,MR-2500,DB-2800,31
399087,MS-0200,DR-2800,49
399175,KO-0700,RM-5000,0
399460,PM-0200,KB-2400,23
399517,KC-2000,TJ-1000,0
399829,MS-0200,CC-5000,18
399904,CP-0500,BC-3100,0
399922,DC-4400,CJ-0900,4
400018,DS-3800,AH-1000,0
400038,AR-1300,DL-1200,5
400048,DS-3800,AB-1600,0
400080,MB-4800,RM-1300,17
400170,DG-0600,JL-0600,21
400195,DG-0600,LL-1000,36
400509,EM-0200,JG-3600,11
400614,JC-5600,TP-1600,3
400686,BR-1100,BP-1000,32
400722,DA-1300,RC-1300,0
400810,JJ-3500,TD-0700,24
400842,JD-1400,BR-1600,2
400855,JD-1400,TJ-0200,26
400955,JC-0500,BF-0800,33
401057,JR-3500,AS-0100,-1
401111,JR-3500,QM-0200,16
401280,KW-0500,JB-0300,18
401342,MH-1600,AR-1400,29
401422,KC-2000,DB-6100,0
401494,VY-0100,PC-0300,2
401567,MS-0100,JB-8800,0
401621,MS-0100,GW-1400,0
401636,MS-0100,JB-8800,10
401655,MS-0100,RC-2400,0
401689,SW-0500,JW-2100,0
401700,RF-0500,DL-2300,0
401704,MS-0100,PP-0800,3
401731,JC-6200,TD-0900,5
401761,JC-6200,TD-0900,15
401800,MR-2500,ZB-0200,-2
401836,MR-2500,NV-0100,1
402100,JC-6200,LH-0300,22
402127,JC-6200,LH-0300,26
402143,JC-6200,CC-5000,20
402243,DA-1300,CW-3700,25
402482,AS-1600,EW-1400,16
402603,MC-0700,TD-1600,13
402609,MC-0700,PO-0100,34
402619,MC-0700,SG-1400,13
402813,BF-0100,KF-0400,82
402933,MB-4800,JL-0100,35
402946,MB-4800,KH-1000,6
402980,JJ-3500,BM-2000,39
402989,JJ-3500,BM-2000,31
403015,TB-2300,TJ-0200,0
403030,TB-2300,AT-0100,23
403058,JJ-3500,DB-6100,0
403159,JD-1400,JB-8800,37
403250,JD-1400,JB-8800,30
403297,JD-1400,GW-1400,-4
403325,JR-3500,JL-1200,44
403336,JR-3500,DR-1100,0
403501,MR-2500,MJ-0900,0
403607,MR-2500,OS-0200,0
403634,DB-3800,TC-3100,23
403667,DB-3800,RT-1400,0
403708,CH-2400,DS-1600,42
403720,DB-3800,NJ-0300,0
403789,CH-2400,TP-2000,54
403820,EM-0200,DR-2800,0
403843,KW-0500,TT-1000,13
403914,EM-0200,AW-1500,4
403966,EM-0200,AR-1400,1
404004,JC-0500,WW-0800,9
404304,MS-0200,JB-8800,0
404327,MS-0200,JB-8800,9
404426,RF-0500,JR-1300,19
404444,RF-0500,BC-3100,0
404482,DA-1300,DM-0200,35
404571,JC-6200,BP-1000,1
404587,DA-1300,CT-1500,21
404810,MS-4100,JB-8400,0
404880,MB-4800,DW-2400,0
405140,AS-1600,BS-0500,29
405446,JR-3500,AC-2400,16
405472,PR-0300,CJ-1600,20
405633,DG-0600,RH-2900,17
405704,DG-0600,CF-0500,35
405790,KW-0500,JP-2000,13
405800,KW-0500,TD-0700,0
405808,KW-0500,SM-0700,0
405856,KW-0500,SM-0700,23
405897,KW-0500,RM-0800,6
405907,EM-0200,AS-0100,37
405971,EM-0200,QD-0100,12
406120,DB-3800,BG-2100,0
406135,MR-2500,JG-3600,48
406199,MR-2500,TP-2000,18
406234,MR-2500,DS-1600,0
406260,MR-2500,RM-2800,18
406266,JC-0500,TH-1700,62
406517,ML-1000,ZB-0200,39
406530,JC-6200,MW-0700,18
406624,JF-1900,LH-0300,-2
406636,JF-1900,JJ-5000,0
406741,MS-0200,JP-4100,1
406802,PM-0200,BP-0900,36
406849,RW-1100,BP-0900,0
406872,MS-0200,CS-1300,8
407052,TB-2300,VD-0200,15
407232,AR-1300,EM-0100,36
407286,JF-3100,NC-0700,13
407319,AR-1300,AT-0100,15
407382,AR-1300,TJ-0200,35
407432,DB-3800,CG-0200,41
407575,MH-1600,LD-0400,29
407616,MS-4100,DH-2000,5
407634,MS-4100,DG-2400,7
407686,MS-4100,DH-2000,1
407716,MS-4100,MT-1900,0
407733,MS-4100,JW-5300,61
407810,PR-0300,MJ-1700,0
407872,PR-0300,TT-1000,33
407930,AS-1600,RH-2900,43
408031,AS-1600,CH-3800,0
408040,AS-1600,CF-0500,39
408069,DM-2200,GS-0900,0
408156,TR-0800,SB-1700,54
408174,DM-2200,MJ-0900,-2
408251,KO-0700,TC-1100,48
408310,BR-1100,AG-1200,21
408332,KO-0700,TP-1600,-2
408359,KO-0700,TC-1100,5
408403,JC-6200,AF-1100,10
408413,AS-1600,ZB-0200,0
408418,JC-6200,TB-2800,51
408443,JC-6200,DG-1300,2
408476,JC-6200,MR-1600,27
408518,JC-6200,ML-1600,0
408588,MR-2500,SM-0700,12
408665,MR-2500,RM-0800,28
408749,JF-3100,JT-0900,0
408836,CH-2400,QB-0100,3
409028,MS-0100,RM-1300,29
409119,MS-0100,QG-0400,37
409263,BR-1100,FR-0200,26
409351,DB-3800,OA-0200,9
409357,MB-4800,UY-0100,24
409423,DB-3800,JB-8400,17
409564,VY-0100,JB-8800,0
409640,TE-0100,VF-0200,26
409654,RF-0500,RH-2900,31
409787,CS-1700,DH-0700,30
409825,MC-0700,CJ-1600,0
409961,BG-1000,MB-4100,3
409989,BG-1000,MB-4100,10
410170,MH-1600,AR-1400,13
410181,MH-1600,AW-1500,4
410327,TR-0800,CW-3700,3
410512,DM-2200,AC-2400,0
410616,TB-2300,AB-1500,19
410620,PM-0200,LB-0600,0
410660,PM-0200,JW-3100,17
410772,BQ-0100,DL-0300,48
410780,BQ-0100,CC-0700,11
410933,JD-1400,NJ-0300,0
411036,PM-0200,DL-0300,14
411062,PM-0200,ER-0100,42
411152,JF-1900,GB-0700,8
411281,TR-0800,LF-0300,2
411307,JC-0500,AS-3100,-3
411347,MS-4100,EW-1700,47
411473,MS-4100,BP-1000,0
411619,AS-1600,NC-0700,10
411657,RF-0500,SC-1300,25
411680,DG-0600,GW-1400,27
411802,RF-0500,AS-2200,4
411882,BR-1100,AS-3600,2
411910,BR-1100,AS-3600,94
412118,MH-1600,AA-1000,0
412139,EM-0200,BG-2100,9
412370,JF-3100,MJ-0600,14
412415,JF-3100,JV-0500,6
412462,JF-3100,CR-0700,33
412543,MB-4800,AW-1500,0
412693,KO-0700,AC-2400,1
412803,MS-0100,LB-0600,53
412837,MS-0100,LB-0600,7
412905,MS-0100,LB-0600,0
