pid,psr,ints,iry
412917,MS-0100,BM-2000,4
413077,BG-1000,JJ-5000,2
413105,CP-0500,NA-0200,0
413164,DM-2200,ZB-0200,0
413277,JC-6200,SJ-0700,0
413470,MS-4100,NC-0700,0
413501,MS-4100,TW-2700,6
413522,MS-4100,CW-3700,0
413592,MS-4100,CW-3700,38
413849,KO-0700,TT-1000,24
413911,EM-0200,AG-1200,6
414107,RW-2600,CD-2000,0
414165,RF-0500,YB-0100,3
414234,CH-2400,DF-1200,7
414243,CH-2400,DW-2600,28
414252,CH-2400,CM-0100,0
414449,PM-0200,BC-3100,35
414487,PM-0200,BM-0800,0
414506,MS-0200,AB-1500,0
414548,MS-0200,CS-1300,27
414649,JC-6200,CG-2800,0
414659,JC-6200,JA-0900,-4
414753,JD-1400,DR-1100,67
414798,JD-1400,DR-1100,0
414805,JD-1400,KR-0500,11
414846,MS-0100,CG-0200,2
414882,JD-1400,KR-0500,6
414964,JC-0500,AS-0100,0
414976,JC-0500,AS-0100,17
415023,DM-2200,JT-3700,3
415139,KB-1300,JW-5300,65
415168,KB-1300,JB-0300,0
415412,MC-0700,QJ-0100,0
415864,DD-1700,PK-0300,26
415902,TB-2300,MM-2700,8
416004,TB-2300,DS-1600,38
416167,RF-0500,DR-1100,0
416287,CR-0600,SB-1700,83
416299,CR-0600,SJ-0700,37
416352,JF-3100,CG-1400,12
416380,MM-4700,GH-0700,20
416421,JF-3100,JB-2000,18
416439,JF-3100,JB-2000,18
416458,JF-3100,CH-1600,0
416488,JF-3100,CG-0200,12
416629,KB-1300,HH-0300,0
416675,CP-0500,WP-0200,3
416693,MS-4100,JF-0300,45
416786,MS-4100,TN-0300,2
416789,CP-0500,AH-2700,0
416874,VY-0100,JL-0100,10
416991,RG-2300,AS-2200,30
417072,MS-0200,JD-3300,27
417113,CB-3600,GA-0200,1
417146,KO-0700,MB-4100,0
417238,MC-0700,AG-1200,8
417249,MC-0700,RH-2200,0
417378,CH-2400,BM-2000,19
417454,TB-2300,VD-0200,0
417488,TB-2300,CC-5200,2
417559,BR-1100,HE-0200,0
417727,DB-3800,KM-2500,14
417808,JC-0500,JV-0500,8
418074,EM-0200,MJ-0900,0
418413,BF-0100,KD-0100,11
418429,BF-0100,MA-0100,17
418505,AR-1300,TZ-0100,-8
418510,JF-1900,NC-0700,25
418597,AR-1300,JJ-2700,8
418627,JF-1900,TW-2700,0
418632,JF-1900,AH-1800,13
418942,CR-0600,JV-0500,11
419034,DC-4400,CC-0700,13
419093,DC-4400,TZ-0100,21
419151,JC-6200,CW-3700,9
419234,JC-6200,NC-0700,31
419382,MS-0200,MT-1900,4
419384,MH-1600,BP-0900,70
419522,PM-0200,BD-0700,0
419547,PM-0200,BD-0700,0
419554,KO-0700,TJ-1000,13
419567,PM-0200,DM-0800,25
419745,CH-2400,DC-4000,6
419854,MC-0700,TM-1900,3
419858,RF-0500,BF-0800,0
419894,MC-0700,PP-0800,17
419917,MC-0700,JB-8800,18
419927,MC-0700,GW-1400,0
419956,BF-0100,LH-0300,1
420119,TB-2300,CG-0200,0
420255,JF-3100,DH-1400,10
420385,JF-3100,DR-1100,54
420401,JF-3100,KR-0500,0
420477,KN-0500,KB-2400,4
420493,KN-0500,CF-0500,-1
420519,KN-0500,KB-2400,18
420555,KN-0500,VF-0200,45
420572,KN-0500,CF-0500,41
420716,JR-3500,LL-0200,-1
420809,PR-0300,TN-0400,0
421004,DM-2200,JG-1900,5
421083,AS-1600,DD-2000,3
421115,KW-0500,DG-1300,3
421139,KW-0500,TB-2800,1
421184,AS-1600,AW-1500,7
421305,PM-0200,DS-2700,10
421387,DG-0600,JL-0100,8
421463,DB-3800,MJ-0900,0
421565,JC-6200,DF-1600,2
421583,JC-6200,JJ-2700,0
421703,JC-6200,DF-1600,0
421709,CH-0900,FW-0300,0
421714,TS-2600,ZB-0200,20
421744,TB-2300,PP-0800,0
421779,RF-0500,JW-3100,0
421905,DC-4400,DR-2800,6
421969,DS-3800,DR-2800,15
421970,KW-0500,LD-0400,101
422061,BQ-0100,BC-0500,31
422143,BQ-0100,BF-0800,0
422227,MS-0100,TD-0900,5
422280,MS-0100,BG-2100,-4
422373,MS-0100,BG-2100,1
422398,AS-1600,QM-0200,0
422433,AS-1600,AS-0100,18
422456,DM-2200,SS-2500,0
422458,AS-1600,TW-1700,5
422474,DM-2200,DB-2800,9
422809,KN-0500,DB-0700,3
422871,VY-0100,VD-0200,26
422948,CH-2400,NH-0300,4
422986,CH-2400,CH-3800,0
423038,CH-2400,MG-1800,3
423062,CF-1300,CB-0100,11
423260,PR-0300,JJ-5000,7
423315,CP-0500,QJ-0100,4
423340,PR-0300,KR-0900,0
423385,JF-3100,DG-2400,0
423452,MH-1600,GH-0700,1
423477,MH-1600,TJ-0200,6
423519,MH-1600,EM-0100,0
423541,MH-1600,EM-0100,0
423693,BF-0100,CH-1600,0
423777,HS-0200,BJ-1600,49
423799,JC-0500,TT-1000,14
423828,JC-0500,CB-1600,24
423890,VY-0100,BS-1900,5
423964,VY-0100,EW-0400,13
424060,BB-3000,CO-1200,0
424154,BB-3000,BG-2100,11
424195,CP-0500,JM-3200,27
424205,MC-0700,CN-0300,9
424319,MC-0700,LH-0300,0
424326,CF-1300,DB-3300,15
424454,CF-1300,BM-1100,39
424486,CF-1300,EW-1700,8
424510,MH-1600,AH-1800,29
424548,MH-1600,AB-1600,0
424589,MH-1600,JB-8100,3
424601,MH-1600,AB-1600,0
424706,CH-2400,BC-3100,6
424772,MS-0200,YB-0100,29
424870,DG-0600,BM-2000,56
424933,DG-0600,SS-2600,8
425000,JF-3100,DS-1600,21
425067,JF-3100,TP-2000,0
425196,EM-0200,RM-0800,0
425296,EM-0200,CH-1600,3
425383,DM-2200,CB-0100,4
425411,KO-0700,AS-0100,40
425488,JF-1900,JF-0500,18
425578,BR-1100,DF-1600,19
425658,KN-0500,GT-0300,0
425758,KN-0500,DR-2800,0
425786,KN-0500,AW-1500,41
425870,DS-3800,PW-1200,6
425919,DS-3800,DG-1300,34
425934,DS-3800,DB-2800,26
426109,CP-0400,DL-2300,7
426127,JC-0500,TN-0400,9
426184,TR-0800,RD-1500,13
426394,JC-6200,CG-2800,-2
426465,PM-0200,CH-1400,7
426528,CP-0400,CH-1400,0
426762,MB-4500,JP-2000,0
426816,DA-1300,DC-4000,0
426830,DG-0600,EW-1700,19
426954,TR-0800,JH-1000,6
427092,DC-4400,ZB-0200,24
427341,MS-0200,DB-6100,91
427391,TB-2300,BP-0900,15
427466,CH-2400,DT-1900,-1
427467,SH-1300,YB-0100,16
427547,TT-0900,RC-1300,0
427565,TT-0900,IT-0100,20
427635,EM-0200,CG-2400,0
427985,MR-2500,TJ-0200,19
428021,MR-2500,SP-1300,3
428022,JF-3100,CO-1200,13
428035,JF-3100,BG-2100,0
428111,ML-1000,CW-3700,45
428120,ML-1000,AB-1600,14
428172,BS-3500,TW-2700,21
428178,MF-1000,RB-3400,80
428219,TC-1200,AG-1200,0
428299,KO-0700,DJ-1600,45
428312,MC-0700,TL-0500,37
428331,KO-0700,DJ-1600,60
428358,KO-0700,BF-0800,0
428485,JR-3500,DE-0600,28
428633,BV-0200,RM-2800,9
428703,VY-0100,DG-2400,0
428839,MH-1600,GM-0900,1
428918,CP-0500,DL-2300,34
429043,CP-0500,DR-1100,20
429266,DM-2200,MJ-0900,3
429343,TB-2300,CC-0700,3
429353,TB-2300,ER-0100,25
429377,JF-1900,TB-0300,0
429413,TB-2300,DL-0300,42
429478,AR-1300,DR-2800,-6
429711,KW-0500,WS-0800,5
429908,PM-0200,ER-0100,38
429946,JF-1900,AB-1500,0
429957,JF-1900,JP-4100,0
430074,TR-0800,BL-0500,10
430223,MS-0100,QJ-0100,24
430227,PR-0300,DR-1100,6
430236,PR-0300,JL-1200,11
430433,MS-0100,KH-1000,3
430561,BF-0100,JV-0500,3
430607,BF-0100,TP-2000,26
430759,PM-0200,TP-2000,74
430835,BF-0100,JV-0500,5
431103,JC-6200,AB-1400,23
431196,SH-1100,CT-1500,7
431364,JC-0500,CH-3800,32
431472,CP-0500,GG-0700,59
431589,EM-0200,CG-1400,9
431592,MM-4700,DG-2400,0
431629,EM-0200,JA-1700,1
431726,MM-4700,TT-1000,0
431729,EM-0200,CG-1400,23
431731,MM-4700,KP-0600,0
431807,DD-1700,MP-1000,1
431900,MR-2500,TP-1600,1
431982,JF-3100,MA-0200,26
431986,JD-1400,RB-0700,64
432048,JD-1400,EB-1100,0
432216,KO-0700,DS-2700,8
432276,MS-0200,MB-4900,19
432388,MH-1600,NC-0200,7
432448,AS-1600,JB-0300,20
432460,AS-1600,MT-1900,32
432556,AR-1300,JH-1000,17
432678,AR-1300,NA-0100,11
432725,SB-1100,AW-1500,4
432872,SB-1100,KR-0500,65
432884,SB-1100,AW-1500,0
433103,JF-1900,AC-2400,66
433390,DA-1300,CO-1200,13
433449,DA-1300,WM-1000,31
433513,MH-0300,DF-1700,40
433561,JF-1900,AJ-1200,10
433622,JF-1900,LH-0300,22
433675,JF-1900,BJ-1500,12
433686,JF-1900,CN-0300,0
433749,SW-0100,BF-0800,33
433758,MC-0700,SB-1700,0
433777,MC-0700,AR-2000,1
433863,TR-0800,DM-2800,18
433922,TR-0800,DM-2800,20
434021,SH-1100,NA-0100,0
434132,SH-1100,EH-0800,0
434277,TE-0100,BC-1000,9
434304,TE-0100,MB-5100,0
434361,VY-0100,TP-1600,0
434386,VY-0100,LW-1600,8
434448,KC-2000,BM-1300,0
434543,BF-0100,VD-0200,0
434586,BF-0100,JA-1000,0
434618,BF-0100,JA-1000,17
434723,MM-4700,RB-0700,5
434786,JC-3100,AT-0100,21
434870,JC-0500,JB-8400,-3
434927,SB-1100,SR-1300,0
434944,BG-1000,JM-6900,19
434977,MH-1600,CB-0100,0
435020,MH-1600,BD-0700,-2
435116,MH-1600,PC-0800,15
435209,TB-2300,AC-2400,0
435234,TB-2300,BP-1000,0
435286,DG-0600,AC-1000,21
435307,PR-0300,DJ-2400,0
435310,DG-0600,AC-1000,2
435323,PR-0300,CG-2300,8
435325,DG-0600,BS-1900,0
435382,DG-0600,KB-2500,2
435444,MS-0200,CR-1300,5
435662,EM-0200,JP-4100,0
435796,AS-1600,RH-0700,6
435885,AS-1600,TP-2000,5
435953,BF-0100,CW-2900,27
436005,BF-0100,AS-1900,0
436078,SH-1100,BL-0500,19
436091,SH-1100,AW-1800,0
436211,RF-0500,PC-0300,26
436244,RF-0500,BM-2000,0
436273,DB-3800,BG-2100,36
436297,DB-3800,TD-0900,0
436431,EM-0200,SM-0500,-6
436446,EM-0200,JM-2800,0
436629,MC-0700,SS-2500,0
436632,AS-1600,BF-0800,0
436755,CB-0900,AT-0100,0
436857,JF-3100,BK-0300,79
436876,CB-0900,QB-0100,4
436896,CP-0500,CM-3400,2
436930,CP-0500,CG-1400,38
436931,JC-3100,LH-0300,0
437304,MS-0200,MJ-0900,-4
437360,MS-0200,DM-1400,0
437466,DG-0600,AS-0100,5
437544,SB-1100,KM-2500,5
437673,DM-2200,BF-0600,4
437766,BG-1000,PL-0200,10
437770,DA-1300,QG-0400,-4
437909,MH-1600,QJ-0100,0
437994,PR-0300,ET-0200,34
438038,PR-0300,ET-0200,21
438085,KO-0700,JL-0100,44
438382,CH-2400,DC-2900,0
438412,JC-6200,DM-0400,15
438459,AR-1300,LB-0900,1
438586,MR-2500,SS-2500,0
438601,AS-1600,CL-1300,2
438625,AS-1600,WM-1000,13
438678,MR-2500,NC-0200,39
438922,SW-0100,LH-0300,-3
439033,SH-1100,AH-1800,12
439096,SH-1100,CW-3700,48
439119,AR-1300,CH-4200,0
439149,AR-1300,AS-1900,0
439306,KO-0700,MG-1800,9
439413,MH-1600,BF-0600,28
439415,SB-1100,ET-0200,0
439771,JF-1900,IT-0100,0
439820,CB-0900,RL-0600,2
439909,PM-0200,AS-2200,47
440093,BG-1000,TN-0600,20
440140,BG-1000,TN-0600,14
440157,DA-1300,SG-1400,0
440211,DA-1300,SP-1100,31
440369,DM-2200,NA-0100,16
440448,KK-1200,DH-0700,0
440479,JC-6200,TT-1000,1
440562,TC-2300,DG-2400,0
440633,CH-2400,RN-1100,1
440660,CH-2400,RN-1100,0
440741,CH-2400,PC-0300,51
440750,TT-0900,JP-0100,0
440769,DG-0600,AD-0300,11
440957,CP-0500,CG-3000,11
440967,JF-3100,JJ-5000,11
441063,CP-0500,AT-0100,0
441076,CP-0500,SP-1300,31
441215,JD-1400,KB-1100,31
441227,JD-1400,SN-0500,0
441387,SB-1100,NS-0800,20
441395,SB-1100,AS-1900,42
441512,PM-0200,JM-3200,4
441740,DM-2200,TW-2700,64
441754,AR-1300,LL-0200,0
441786,JC-3100,JP-2000,0
441800,TC-2300,EJ-0500,5
441814,TC-2300,JP-4300,-2
441832,TC-2300,EB-1800,0
441872,TC-2300,CG-1400,24
441917,MM-4700,BU-0200,0
441930,MM-4700,CT-1500,17
442124,MS-0200,CW-1200,0
442192,EM-0200,SM-2300,1
442204,EM-0200,KJ-0100,23
442266,MH-0300,JG-3600,26
442326,DB-3800,PL-0200,2
442388,DB-3800,GT-0300,0
442415,DB-3800,DR-2800,28
442713,TR-0800,MG-1800,0
442737,TR-0800,AV-0300,12
442768,TR-0800,ST-1200,18
442816,AS-1600,DP-0600,0
442934,AS-1600,TL-1000,8
443111,BF-0100,DL-2300,26
443327,CH-2400,TW-2700,0
443395,AR-1300,JA-1000,0
443503,PR-0300,OA-0200,0
443727,TB-2300,CC-0700,12
443798,TB-2300,KH-0300,0
443999,DS-3800,AR-1400,36
444074,MR-2500,AS-0100,10
444082,KK-1200,WM-1000,34
444178,CM-1500,RC-1300,11
444187,BR-1100,JH-0100,62
444310,CM-1500,LT-0400,5
444564,DB-3800,CG-3000,13
444689,JC-0500,ML-0500,0
444797,JC-0500,TS-2900,6
444822,MS-0100,JH-6100,14
444879,MS-0100,ST-0600,18
445007,TR-0800,EH-0400,10
445100,TR-0800,EH-0400,0
445135,DM-2200,JP-4100,11
445301,DM-2200,AF-1000,-1
445349,DG-0600,MG-1800,13
445392,TE-0100,AV-0300,10
445443,TE-0100,VF-0200,0
445579,MR-2500,LH-0300,0
445664,DM-2200,DM-2800,54
445740,JC-6200,DH-0700,0
445743,DM-2200,DM-0200,0
445753,JC-6200,DH-0700,92
445770,JC-6200,DH-0700,0
445790,JC-6200,DH-0700,0
445815,KC-2000,QM-0200,0
445852,KK-1200,MG-1800,28
445901,KC-2000,AS-0100,0
445977,KK-1200,CF-0500,41
446083,TB-1900,DJ-1600,15
446125,TB-1900,EB-0800,35
446281,CH-2400,JH-2100,2
446324,DB-3800,SF-0800,16
446359,DB-3800,DB-3300,30
446364,DB-3800,SB-1700,0
446424,DB-3800,DB-3300,64
446728,MM-4700,RM-2400,31
446767,DC-0700,RM-0800,0
446873,RF-0500,ER-0100,6
446906,RF-0500,ER-0100,40
446986,MH-0300,ET-0200,13
447202,PR-0300,DM-1300,0
447315,KO-0700,CJ-1600,30
447485,AR-1300,JA-0900,4
447548,AR-1300,MW-2000,0
447561,BF-0100,AH-1800,21
447570,BF-0100,DB-2200,32
447598,BF-0100,NC-0700,3
447628,EM-0200,TN-0400,30
447635,EM-0200,GS-0900,8
447778,EM-0200,KB-2100,41
447867,CH-2400,MT-1700,0
447963,CP-0500,SS-1700,18
447991,JK-1500,TK-0800,-3
448010,JK-1500,DC-4000,0
448058,JK-1500,DC-4000,14
448106,JK-1500,RM-1300,24
448151,MS-4100,DH-0700,0
448287,DM-2200,AS-1900,4
448463,RF-0500,EB-0800,13
448516,MM-4700,JL-0600,4
448629,MM-4700,JB-8400,16
448662,MM-4700,OA-0200,34
448734,MS-0100,TW-2700,0
448796,MS-0100,CW-3700,0
448987,KO-0700,SS-2500,0
449072,PR-0300,JM-2800,11
449186,MH-0300,GH-0700,41
449220,MH-0300,AT-0100,45
449301,DA-1300,BR-1600,1
449311,DA-1300,AT-0100,0
449421,BF-0100,DM-1300,37
449615,MH-1600,TB-2400,15
449715,DB-3800,IT-0100,9
449796,BR-1100,LT-0700,21
449838,MS-0200,KH-1000,25
450058,JF-3100,JB-0200,0
450102,JF-3100,BG-2100,4
450259,RF-0500,TJ-1000,39
450287,RF-0500,CH-1600,5
450438,BH-1900,EW-1700,0
450556,MS-0100,AS-1900,2
450633,DB-3800,RM-0800,66
450753,JC-3100,JG-3600,24
450847,CH-2400,LW-0700,32
450943,CH-2400,ER-0100,18
450962,CH-2400,JW-5300,0
451076,PR-0300,KJ-0100,0
451110,MS-0200,PO-0100,15
451123,BF-0100,KR-0500,0
451213,BF-0100,RJ-0900,7
451327,CW-1900,TT-1000,28
451350,CW-1900,CW-1200,2
451442,PM-0200,AS-0100,33
451613,PM-0200,AS-0100,-2
451692,JC-0500,JM-3200,0
451699,MC-0700,JW-0800,0
451830,JK-1500,SS-1300,0
451930,JK-1500,CM-0900,62
452015,CP-0500,LT-0400,0
452085,BR-1100,RW-3100,0
452191,JF-1900,BG-2100,0
452318,SH-1100,DE-0500,8
452481,JC-6200,HA-0200,5
452540,BF-0100,DM-2900,3
452581,JC-6200,HA-0200,0
452598,BF-0100,LB-0900,0
452612,BF-0100,CH-1600,0
452803,MS-0100,JH-0100,0
452837,CP-0500,KH-1000,31
452931,CP-0500,TH-0100,35
452943,CP-0500,AF-1000,11
453045,CH-2400,CF-0500,0
453124,VY-0100,RJ-2000,0
453693,EM-0200,BM-0900,101
453781,JK-1500,DG-2400,0
453800,EM-0200,AB-0200,27
453893,CW-1900,DR-2800,26
453909,DA-1300,KJ-0500,0
454318,BR-1100,JS-0300,32
454373,DM-2200,KC-1800,7
454426,DM-2200,DP-0600,0
454474,DM-2200,DP-0600,40
454550,TT-0900,CT-1500,5
454583,JC-6200,BS-0700,0
454707,RF-0500,JJ-5000,6
454717,RF-0500,JJ-5000,21
454784,CP-0500,GW-1400,56
454827,CP-0500,DF-1200,2
454992,SH-1100,TN-0400,0
455161,MS-0100,KB-1000,18
455269,JC-0500,JH-2100,0
455298,BG-1000,TP-1600,38
455488,BS-3500,ER-0100,19
455491,BS-3500,RL-0600,24
455560,MJ-2500,AE-0600,0
455601,DG-0600,TW-0600,16
455610,DG-0600,JH-0100,31
455627,DG-0600,TW-0600,23
455667,CM-1500,SC-1300,-2
455739,DM-2200,WW-0800,2
455810,RS-2300,PB-0800,43
456087,BF-0100,TW-2700,14
456281,DB-3800,DH-2000,5
456330,DB-3800,ET-0200,0
456475,SB-1100,WM-1000,12
456609,TS-2600,RB-0700,29
456650,PM-0200,BM-2000,39
456750,PM-0200,DM-1300,0
456798,PM-0200,JS-0300,0
456859,EM-0200,AS-0100,10
456943,EM-0200,AS-0100,14
456956,EM-0200,SB-1200,0
456998,KO-0700,AC-1000,28
457024,PR-0300,CB-0100,0
457206,SH-1100,DM-1300,23
457265,SH-1100,DM-1300,50
457300,JK-1500,WS-0800,4
457422,DB-3800,GS-0900,10
457496,CP-0500,JL-1200,2
457512,CP-0500,AC-2400,24
457555,MS-0100,RM-1600,11
457911,RF-0500,TP-1600,5
458026,MV-0300,CH-1600,39
458202,JD-1400,JB-2000,7
458208,JD-1400,CM-3400,37
458268,JC-3100,JH-0100,12
458354,DG-0600,TT-1000,5
458540,DM-2200,EH-0400,0
458637,JF-1900,AT-0100,25
458779,RS-2300,GQ-0100,10
458867,RS-2300,GQ-0100,2
458893,RS-2300,GQ-0100,0
458968,MH-1600,KL-0800,22
459032,MH-1600,TD-0200,4
459105,CH-2400,RM-2000,10
459109,BG-1000,YB-0100,21
459179,BG-1000,CC-2500,0
459441,PM-0200,KB-2500,29
459449,PM-0200,SC-1400,2
459505,PM-0200,EW-0400,41
459562,PM-0200,AC-1000,0
459637,TS-2600,MA-0100,0
459675,DA-1300,TS-2900,0
459789,MS-0200,TL-0600,13
459819,MV-0300,JA-1000,0
459995,DB-3800,RN-0300,7
460345,TS-2600,NC-0700,7
460387,KC-2000,DC-4000,0
460485,KC-2000,WM-0700,2
460689,CH-2400,JH-0100,0
460709,CH-2400,AE-0600,18
460801,CH-2400,MA-0200,25
460809,BF-0100,DF-1200,0
460830,TJ-0300,DF-1200,40
460861,RF-0500,AW-1800,41
460890,TJ-0300,LM-1100,0
460916,TJ-0300,DW-2600,37
461004,EM-0200,LF-0300,0
461072,DM-2200,TT-1000,22
461113,DM-2200,CW-1200,-4
461187,MR-2500,SJ-0700,31
461242,MR-2500,CL-1900,0
461278,JF-3100,BG-2100,33
461304,PR-0300,MH-3700,15
461502,MH-1600,CG-1400,18
461537,JC-3100,LT-0100,26
461556,MH-1600,CM-3400,-2
461672,DA-1300,CD-0200,23
461689,SB-1100,KR-0500,10
461717,MH-0300,BF-0600,1
461774,PM-0200,AB-0200,0
461792,PM-0200,OS-0200,40
461862,PM-0200,SL-0500,31
461931,PM-0200,SL-0500,13
461990,BR-1100,JW-5300,0
462195,MS-0100,BS-3200,5
462207,MS-0100,DM-1300,0
462222,MS-0100,JS-0300,28
462548,JD-1400,LM-1100,10
462676,JC-6200,GG-0700,13
462697,JC-6200,BM-2000,0
462724,DS-3800,TW-2700,0
462743,AR-1300,AS-3200,38
462758,DS-3800,CP-1000,0
462813,MF-1000,DL-1200,11
462918,CP-0500,TP-1600,45
462979,CP-0500,LW-1600,14
463007,CP-0500,TP-1600,12
463238,MR-2500,RM-0800,25
463303,JC-3100,MP-1000,17
463392,DG-0600,MM-3800,0
463463,KB-1300,DC-0400,7
463530,MH-1600,TS-2900,3
463564,MH-1600,RS-1600,20
463571,MH-1600,DG-1300,39
463582,MH-1600,NC-0200,0
463708,DB-3800,BF-0600,8
463718,SB-1100,MJ-0600,96
463774,SB-1100,MJ-0600,9
463777,DB-3800,CD-0200,0
463818,MS-0100,NC-0100,1
464006,KO-0700,MA-0100,36
464046,KO-0700,KR-0500,33
464161,KO-0700,DW-1300,39
464252,PR-0300,EB-0800,0
464372,JK-1500,QM-0200,0
464376,MV-0300,GS-0900,-1
464402,MV-0300,BJ-0700,11
464436,JK-1500,DP-0600,0
464474,EM-0200,FW-0300,10
464501,EM-0200,AA-1000,0
464555,TJ-0300,KB-2400,1
464707,MS-0200,CC-0700,1
464821,MS-0200,JW-5300,12
464940,AS-1600,SG-1400,41
465134,RG-2300,GS-0900,9
465283,RG-2300,TN-0400,-18
465364,MS-0200,AV-0300,19
465388,KC-2000,JA-1000,1
465579,DG-0600,AB-1500,31
465657,MC-0700,KD-1100,8
465798,SB-1100,KL-0800,1
465804,SB-1100,KL-0800,23
465839,CH-2400,GW-1400,9
465878,RF-0500,BS-0700,5
466181,JS-3700,SM-0700,34
466443,DB-3800,CR-0500,0
466456,MV-0300,CW-1200,13
466487,EM-0200,QM-0200,0
466682,MR-2500,JB-0300,17
466723,MH-1600,BG-2100,11
466737,MH-1600,WM-1000,27
466964,JC-0500,KV-0400,4
467007,JC-0500,RH-2200,36
467205,MF-1000,KA-1000,36
467299,BF-0100,JP-2000,1
467351,JC-6200,AA-1000,27
467413,JW-1500,CH-1600,25
467434,JW-1500,CT-1500,56
467480,JC-3100,BM-1300,-3
467601,JK-1500,DR-2800,32
467611,JK-1500,GT-0300,66
467834,RF-0500,PC-0300,19
467854,RF-0500,JP-0100,0
467913,RF-0500,DF-1000,0
467959,JC-6200,DL-2300,20
468084,MS-0100,CH-1600,0
468094,CM-1500,LW-0700,0
468134,CM-1500,ER-0100,20
468183,JF-1900,JH-0100,0
468212,CM-1500,ER-0100,35
468309,KC-2000,EB-0800,54
468362,BC-2800,WW-0800,9
468378,KC-2000,BC-0500,0
468488,TS-2600,OA-0200,19
468718,CH-2400,NV-0100,0
468726,CH-2400,DL-1200,30
468892,DG-0600,CR-1300,38
468952,RG-2300,DC-4000,0
469048,DG-0600,KB-0400,8
469143,PM-0200,MH-3700,0
469187,PM-0200,CJ-1600,0
469241,TT-0700,JA-1000,0
469381,MS-0200,ST-0600,2
469407,EM-0200,TW-2700,9
469518,EM-0200,SS-1300,0
469527,EM-0200,NC-0700,0
469542,EM-0200,AH-1800,-2
469654,PR-0300,RM-1600,47
469824,DB-3800,CD-0700,26
469832,DB-3800,JA-0100,6
469916,MV-0300,HA-0200,0
470136,JC-3100,DR-2600,0
470198,CM-1500,TP-1600,0
470254,CM-1500,RC-1300,23
470263,CM-1500,AM-0400,-1
470397,JW-1500,AS-3200,9
470450,SH-1100,JA-0900,36
470594,AR-1300,CT-1500,42
470598,JC-6200,CP-1000,0
470661,JC-6200,NC-0700,24
470971,MC-0700,MH-3700,17
470980,MC-0700,SR-1300,22
471015,CH-2400,DM-1300,0
471208,EM-0200,PB-0800,8
471272,RG-2300,KB-2400,6
471336,CP-0500,ER-0100,4
471403,JF-1900,RN-0300,56
471409,CP-0500,ER-0100,44
471642,TE-0100,TN-0600,1
471722,DB-3800,LA-0700,4
471837,BB-3000,MC-1900,35
471876,MB-4500,JB-8800,37
471915,BB-3000,CP-0100,1
471923,BB-3000,MC-1900,14
471935,LB-1500,DL-2300,41
472022,KK-1200,GS-0900,0
472030,KK-1200,TN-0400,4
472105,KK-1200,TN-0400,0
472214,JS-3700,AB-3100,32
472269,RB-1300,TB-2800,62
472305,TT-0700,EW-0400,23
472310,PR-0300,RH-2200,31
472378,TT-0700,QJ-0100,5
472606,SB-1100,WH-0700,0
472642,MH-1600,JG-3600,10
472892,MS-0100,JT-3700,23
473048,MC-0700,HN-0100,3
473075,MC-0700,DL-0300,9
473110,MC-0700,JW-5300,0
473268,MV-0300,TW-2700,9
473373,JF-1900,RC-1300,17
473493,MR-2500,TW-2700,0
473510,MR-2500,TW-2700,70
473713,MF-1300,AC-2900,23
473778,TB-2300,DH-1400,58
474002,AR-1300,LB-0900,4
474004,JC-6200,SS-1300,8
474020,AR-1300,BU-0200,39
474071,CH-0900,BR-0100,18
474095,CH-0900,SS-1300,32
474136,BR-1100,BT-0600,1
474195,BR-1100,BP-1000,9
474278,BR-1100,NC-0700,37
474306,BR-1100,JB-8100,1
474612,MR-2500,BU-0200,-1
474717,JC-6200,KB-1100,50
474755,MS-0200,MB-4900,15
474869,MS-0200,GB-0700,27
475027,MC-0700,DF-1200,30
475050,BS-2400,BF-0800,0
475218,MH-1600,DL-2300,-4
475394,CM-1500,MJ-1800,0
475649,BR-1100,RL-0600,4
475663,BR-1100,ER-0100,9
475691,BR-1100,ER-0100,16
475745,MS-4100,AT-0100,28
475776,JF-3100,CH-4200,0
475901,DM-2200,SP-1100,0
475973,PR-0300,AW-1800,3
476003,PR-0300,JA-0900,14
476131,EM-0200,RK-0500,9
476288,CN-0500,DW-1300,16
476439,TJ-0300,TB-2700,0
476641,MS-0100,SL-0500,37
476687,TR-0800,DR-1100,20
476788,TB-2300,JO-0300,39
476887,CH-2400,KA-1000,5
476975,KO-0700,MG-0800,0
477222,MH-1600,TS-3500,0
477225,JF-1900,AV-0300,4
477330,JF-1900,JM-2800,30
477380,MS-0100,WM-0700,11
477419,MS-0100,RM-1300,1
477423,LM-0800,AC-2400,37
477435,LM-0800,ES-1100,2
477472,LM-0800,AC-2400,26
477477,LM-0800,JM-1600,11
477523,RG-2300,AW-1500,17
477535,RG-2300,RM-0800,33
477601,KK-1200,LF-0300,0
477720,RF-0500,SR-1300,2
477847,JC-0500,DS-1400,0
477942,JF-3100,HA-0200,32
478245,CN-0500,CW-3700,1
478268,CN-0500,CW-3700,5
478288,CN-0500,MB-5100,0
478459,KC-2000,UY-0100,28
478518,MS-4100,JM-3200,4
478576,MC-0700,CH-4200,26
478589,MC-0700,AS-3200,15
478652,MC-0700,EW-1700,4
478763,JK-1500,DW-2600,0
478766,AS-1600,AB-0200,15
478785,JK-1500,TB-2700,18
479045,CH-2400,JJ-5000,5
479242,PR-0300,VW-0200,36
479266,PR-0300,SB-1600,2
