pid,qtr,min,sec,dwn,yds,pts,player,type
385057,1,7,38,1,1,7,TD-2200,RUSH
385100,2,5,52,3,16,7,JU-0200,REC
385107,2,4,29,2,5,7,LF-0200,REC
385117,2,1,24,2,30,7,DB-3600,REC
385143,3,8,49,3,38,7,LF-0200,REC
385159,3,1,22,3,14,7,SB-1400,REC
385175,4,12,11,4,2,7,DB-3600,REC
385265,2,6,55,2,13,6,LC-0800,REC
385281,2,2,25,1,27,7,TG-0900,REC
385284,2,2,12,1,25,7,PM-0800,INT
385308,3,10,35,2,10,8,LW-0500,RUSH
385316,3,7,16,2,20,7,AF-0200,REC
385408,2,12,28,3,1,7,DM-2200,RUSH
385433,2,2,9,3,4,7,CB-4800,REC
385446,2,0,15,1,1,7,BC-0700,REC
385460,3,11,37,2,73,7,CC-2600,FUM
385470,3,8,28,1,96,7,JH-1000,FUM
385543,1,7,42,3,26,6,TB-1000,RUSH
385554,1,2,57,2,1,7,LT-0600,RUSH
385569,2,11,39,2,12,7,BM-0100,REC
385588,2,3,38,2,4,7,LT-0600,RUSH
385609,3,12,54,2,37,7,TB-1000,RUSH
385616,3,10,6,3,13,7,DS-3300,REC
385620,3,9,48,1,14,7,LT-0600,RUSH
385649,4,13,9,1,25,8,TS-0700,REC
385657,4,9,52,1,2,7,DS-3300,RUSH
385676,4,1,19,4,4,7,JH-3600,RUSH
385694,1,10,37,2,42,7,LF-0200,REC
385736,2,9,10,3,71,7,AB-2000,REC
385752,2,3,0,1,7,7,MT-2400,RUSH
385764,2,0,27,1,2,7,JP-1900,REC
385770,3,14,17,2,27,7,AR-1400,FUM
385800,3,2,54,1,4,7,TH-1600,RUSH
385836,4,4,19,1,5,7,RW-2200,REC
385877,1,3,2,2,1,7,JA-0300,RUSH
385896,2,10,18,1,3,7,LT-0600,RUSH
385921,2,0,47,1,9,7,DS-3300,RUSH
385948,3,8,16,3,72,7,RW-1100,REC
386023,5,8,48,2,22,6,DS-3300,RUSH
386084,2,2,51,3,64,7,ER-0100,INT
386117,3,7,41,1,8,7,LM-0700,RUSH
386140,4,13,19,2,2,6,RB-3900,REC
386163,4,4,0,3,5,7,JF-1900,RUSH
386221,2,11,14,3,40,7,AP-0700,RUSH
386236,2,6,43,3,44,7,AS-0100,INT
386247,2,1,55,2,3,7,AP-0700,RUSH
386311,4,6,53,1,71,7,BW-1000,REC
386366,1,4,45,1,8,7,CJ-1700,RUSH
386378,1,1,28,3,48,7,DM-0500,REC
386511,1,12,0,1,9,7,JS-6700,RUSH
386530,1,2,47,3,3,7,TH-1600,REC
386535,1,1,51,2,4,7,EJ-0200,RUSH
386573,2,3,41,2,29,7,LF-0200,REC
386666,4,0,57,1,8,6,SS-2100,REC
386692,1,6,5,2,1,7,DM-2200,RUSH
386794,4,15,0,1,1,7,BC-0700,REC
386837,1,13,8,1,41,7,VJ-0100,REC
386851,1,8,0,4,67,7,SH-1300,PR
386906,2,0,45,1,3,7,WP-0100,RUSH
386923,3,7,10,2,8,7,HM-0200,REC
386949,4,12,56,1,1,7,GR-0600,RUSH
386961,4,9,13,1,4,7,LN-0100,REC
386972,4,4,17,2,16,7,WP-0100,RUSH
386987,4,2,3,3,62,7,DS-3300,REC
387038,2,14,16,3,65,7,SH-1300,REC
387065,2,2,44,1,3,7,WM-0300,RUSH
387130,4,9,32,1,1,7,WM-0300,RUSH
387142,4,4,39,3,40,7,TP-1600,INT
387165,1,9,28,2,9,7,LF-0200,REC
387194,2,13,30,1,62,7,LF-0200,REC
387216,2,3,8,1,1,7,LF-0200,REC
387259,3,4,13,2,6,7,BC-0700,REC
387271,3,0,56,2,31,6,BC-0700,REC
387284,4,10,56,1,62,6,DJ-0200,REC
387300,4,2,59,3,8,8,TH-1600,REC
387345,2,14,9,3,1,7,GR-0600,RUSH
387357,2,8,43,1,1,7,BP-0300,REC
387383,2,0,18,1,100,7,JH-2100,INT
387433,4,7,41,3,1,7,LF-0200,REC
387453,4,2,47,2,64,7,LF-0200,REC
387464,4,0,42,2,6,7,SH-1300,REC
387540,2,1,29,1,34,7,SH-1300,REC
387545,2,0,53,1,14,7,JG-0200,REC
387681,2,8,41,1,1,7,OM-0400,REC
387737,3,1,25,3,20,6,TG-1300,REC
387776,4,3,29,1,9,7,RW-2600,REC
387817,1,2,16,3,3,7,WM-0300,REC
387837,2,10,9,4,0,7,JM-3200,BLPU
387877,3,9,3,1,2,7,DB-3200,REC
387890,3,4,2,3,9,7,TH-1100,REC
387919,4,8,14,1,1,7,LM-0700,RUSH
387928,4,5,28,2,10,7,SR-1500,REC
387939,4,2,14,3,31,7,MC-1400,REC
387949,4,0,36,4,1,7,WM-0300,RUSH
387972,1,7,2,1,11,7,DW-3600,RUSH
387993,2,15,0,3,2,7,VA-0100,FUM
388002,2,11,14,4,85,7,DJ-0200,PR
388008,2,10,1,1,9,7,BC-0700,REC
388025,2,3,22,2,4,7,BW-1000,REC
388060,3,7,7,3,3,7,DM-2200,RUSH
388263,4,0,41,1,1,7,CB-1400,RUSH
388267,4,0,28,2,87,6,BS-4100,REC
388310,2,11,17,2,1,7,AP-0700,RUSH
388336,2,1,46,4,67,7,JC-5600,PR
388357,3,10,10,3,1,7,AP-0700,RUSH
388375,3,1,12,3,6,7,PH-0400,REC
388410,4,6,11,1,64,7,AP-0700,RUSH
388432,4,0,35,3,26,7,RR-1300,REC
388499,2,3,27,3,30,7,CS-4200,REC
388525,3,7,39,2,1,7,TJ-2700,RUSH
388558,4,12,35,2,48,7,DB-0700,FUM
388565,4,10,17,1,38,7,TJ-2700,RUSH
388644,2,3,43,2,3,7,JA-0300,RUSH
388679,3,7,4,1,35,7,RW-1100,REC
388709,4,11,12,4,7,6,MJ-2500,RUSH
388743,1,12,17,3,9,7,MC-2400,REC
388752,1,9,42,1,39,7,RM-3500,REC
388781,2,14,11,4,4,7,KS-1700,RUSH
388804,2,3,49,3,1,7,JS-2700,REC
388816,2,1,17,1,15,7,JS-2700,REC
388839,3,11,50,1,1,7,MS-4100,RUSH
388862,3,3,11,1,58,7,DH-2400,REC
388869,3,1,43,1,65,7,LD-0400,FUM
388885,4,8,38,3,13,7,HE-0300,REC
388946,2,10,26,3,1,7,CW-2200,RUSH
388977,2,0,55,1,42,7,MA-1400,REC
388993,3,11,34,2,66,7,RW-3200,REC
389026,4,13,50,1,1,7,DW-0900,RUSH
389030,4,12,56,2,80,7,PC-0900,REC
389049,4,4,6,1,6,7,MB-0400,RUSH
389063,4,1,31,4,2,7,KW-2300,REC
389138,2,2,28,1,6,7,FG-0200,RUSH
389176,3,4,18,2,5,7,LF-0200,REC
389209,4,7,29,3,3,7,FG-0200,REC
389275,2,10,22,3,30,7,MM-0700,REC
389293,2,2,29,1,37,7,OU-0100,FUM
389302,2,0,33,4,8,7,HS-0200,RUSH
389371,4,1,37,1,17,7,CC-4300,REC
389437,2,5,50,2,1,7,JC-0700,REC
389456,2,0,18,1,12,7,NB-0800,REC
389481,3,5,8,1,33,7,JC-0700,REC
389488,3,3,52,1,62,7,JJ-4800,RUSH
389604,2,4,40,1,1,7,RG-1600,RUSH
389632,3,10,19,1,36,7,DH-2700,REC
389690,4,1,18,3,50,8,GJ-0400,REC
389726,1,3,3,2,11,7,SN-0400,REC
389752,2,6,25,1,1,7,FT-0100,RUSH
389762,2,3,38,1,26,7,AS-0400,INT
389831,4,5,38,2,10,7,FJ-0100,REC
389844,4,2,10,2,18,6,BW-0700,REC
389849,4,0,55,1,16,6,BW-0700,REC
389880,1,3,17,3,4,7,MB-5200,RUSH
389907,2,4,49,1,1,7,LT-0600,RUSH
389994,4,7,29,2,15,7,VJ-0100,REC
390009,4,2,41,4,57,7,LM-1800,REC
390020,4,0,21,2,5,7,DS-3300,RUSH
390062,1,0,43,1,24,7,TG-1300,REC
390070,2,12,31,1,3,7,DW-3600,RUSH
390087,2,5,16,2,10,7,JS-4800,REC
390103,2,0,53,1,7,7,RW-2200,REC
390146,4,12,27,2,1,7,MT-2400,RUSH
390160,4,6,53,3,11,7,DR-3200,REC
390240,2,5,46,2,8,7,CJ-1100,REC
390252,2,1,9,2,1,7,VS-0100,REC
390279,3,7,54,1,27,7,AP-0700,RUSH
390317,4,6,2,1,3,7,PH-0400,REC
390358,1,8,35,2,5,7,LC-0800,REC
390371,1,3,28,3,3,7,DD-2600,REC
390376,1,2,26,2,4,7,RG-1600,RUSH
390397,2,10,25,3,1,7,CP-0500,RUSH
390407,2,7,56,2,37,7,CW-3700,INT
390422,2,1,28,3,5,7,CH-2800,REC
390461,3,1,13,3,13,7,CJ-1200,REC
390526,1,8,10,1,1,7,TH-1600,RUSH
390556,2,11,51,4,72,7,AR-1400,BLFG
390587,2,1,0,1,5,7,JW-6600,REC
390620,3,5,35,2,22,7,LF-0200,REC
390631,3,1,42,3,25,7,ML-1500,REC
390655,4,7,19,4,19,7,MW-0400,REC
390825,4,2,45,1,29,7,DB-3200,REC
390839,4,1,12,2,5,7,DM-1600,RUSH
390934,3,14,3,2,9,7,DK-0400,REC
391021,1,10,59,1,15,7,MC-2400,REC
391027,1,9,13,1,71,7,DJ-0200,REC
391093,2,0,50,1,25,7,MC-2400,REC
391106,3,13,49,1,11,7,HE-0300,REC
391114,3,11,44,1,7,7,MB-1500,RUSH
391141,3,0,34,4,3,7,JA-2900,REC
391158,4,9,42,3,19,7,RB-4900,RUSH
391186,4,1,10,3,97,7,DS-1600,INT
391209,1,8,41,3,57,7,CJ-1700,RUSH
391225,1,2,20,3,19,7,AJ-0900,REC
391229,1,1,28,2,69,7,CJ-1700,REC
391244,2,12,5,3,8,7,NW-0100,REC
391247,2,11,54,1,72,7,AJ-0900,REC
391253,2,10,42,2,29,7,JJ-3900,REC
391299,3,10,6,3,91,7,CJ-1700,RUSH
391321,3,1,19,1,1,7,OD-0100,REC
391427,2,4,0,3,2,7,LR-0400,REC
391519,1,11,37,3,32,7,LE-0300,REC
391530,1,6,33,1,76,7,DW-2600,INT
391551,2,13,2,2,42,7,KW-2300,REC
391592,2,0,32,1,8,7,CW-2200,REC
391652,4,9,23,1,43,7,TO-0200,REC
391668,4,5,32,4,6,6,JS-6400,REC
391719,1,2,48,1,79,7,FG-0200,RUSH
391770,2,0,26,3,1,7,JJ-4800,REC
391775,3,15,0,1,80,7,FG-0200,RUSH
391873,1,5,2,4,1,7,MS-3400,REC
391920,2,0,23,3,6,7,KD-0400,REC
391952,3,5,31,1,2,7,BR-1100,RUSH
391979,4,6,25,3,7,7,JK-1800,REC
392026,1,8,7,3,2,7,TS-0700,REC
392129,4,12,22,1,2,7,PH-0500,RUSH
392139,4,8,35,1,45,7,CB-4800,RUSH
392179,1,9,31,3,81,7,DS-3300,REC
392190,1,4,53,2,5,7,WM-0300,RUSH
392212,2,10,56,1,3,7,WM-0300,RUSH
392239,2,1,45,1,27,7,KW-0700,REC
392271,3,8,30,2,9,7,TH-1100,REC
392286,3,2,33,3,35,7,VJ-0100,REC
392356,1,4,15,1,2,7,MB-0400,RUSH
392365,1,2,56,3,34,7,BJ-1600,INT
392384,2,9,9,3,1,7,JW-6000,REC
392408,2,0,53,3,22,7,MM-0700,REC
392446,3,3,35,3,3,7,TR-0800,RUSH
392459,4,13,31,3,22,7,SS-2200,REC
392480,4,3,46,1,7,7,FJ-0300,RUSH
392496,1,15,0,1,80,7,DC-1600,REC
392508,1,8,49,1,14,7,RB-3900,RUSH
392605,4,13,29,3,3,7,RB-3900,RUSH
392613,4,10,12,1,15,7,DB-4800,RUSH
392631,4,3,29,2,48,7,PG-0100,REC
392659,1,10,19,1,7,7,WM-0300,RUSH
392717,2,1,1,2,15,7,WM-0300,RUSH
392741,3,7,38,1,9,7,RR-0400,RUSH
392777,4,8,18,1,72,7,DM-0500,REC
392829,1,1,14,1,27,7,WP-0100,REC
392878,3,13,44,2,30,6,JJ-5000,INT
392900,3,3,4,2,1,7,BR-1100,RUSH
392921,4,9,20,1,23,6,CB-1400,RUSH
392946,4,0,18,2,4,8,AC-0100,REC
392985,1,1,26,1,21,7,BJ-1800,REC
393034,3,13,26,1,57,7,SM-3600,REC
393093,4,5,31,2,2,6,MM-5300,RUSH
393103,4,2,43,1,4,7,RC-0800,REC
393150,1,2,4,2,18,7,JJ-3900,REC
393162,2,11,25,1,2,7,DG-0600,RUSH
393178,2,5,38,2,9,7,KW-0300,REC
393184,2,3,56,1,61,7,MJ-2500,RUSH
393196,2,0,23,3,2,7,OD-0100,REC
393211,3,10,13,1,1,7,MJ-2500,RUSH
393236,4,14,20,1,8,7,MJ-2500,RUSH
393293,1,8,43,2,30,7,SR-0500,REC
393329,2,9,31,1,5,7,VD-0100,REC
393364,2,0,6,2,74,7,NC-0200,BLFG
393387,3,4,47,0,101,7,PH-0400,KR
393412,4,8,17,2,20,7,VD-0100,REC
393442,4,0,12,3,32,7,GL-0300,REC
393487,2,11,45,2,8,7,FT-0100,RUSH
393497,2,8,48,1,2,7,MT-2400,RUSH
393585,4,7,55,3,36,7,CB-0300,REC
393613,1,9,40,3,14,7,MS-0100,RUSH
393620,1,6,56,2,2,7,BH-1000,REC
393652,2,9,31,2,5,7,LW-1100,RUSH
393698,3,11,39,2,9,7,NW-0100,REC
393717,3,5,10,2,6,7,JC-5400,REC
393795,1,6,15,2,5,7,LM-1000,RUSH
393807,1,1,34,3,1,7,KK-1200,RUSH
393827,2,8,39,2,13,7,MB-3400,REC
393830,2,8,16,1,64,7,DJ-0200,REC
393908,4,6,51,1,35,7,BC-0700,REC
393921,4,2,0,1,9,7,BW-0100,REC
393976,2,9,55,2,1,7,JK-2200,RUSH
393988,2,4,51,2,16,7,DF-0500,REC
393995,2,2,0,1,21,7,DD-2600,REC
394006,2,0,8,1,19,7,DF-0500,REC
394059,4,12,18,2,4,6,AR-1300,RUSH
394077,4,4,50,2,10,7,JK-2200,REC
394108,1,8,10,2,6,7,BJ-0600,RUSH
394127,2,15,0,3,4,7,SS-2200,REC
394201,4,12,35,2,18,7,SM-3700,REC
394247,1,10,7,1,1,7,LH-0500,RUSH
394276,2,14,56,4,25,7,RD-0900,REC
394370,4,9,55,1,34,7,PT-0400,RUSH
394395,4,2,10,2,19,7,PT-0400,RUSH
394416,1,10,35,3,39,7,JJ-4800,REC
394475,2,2,0,4,1,7,GO-0100,REC
394494,3,11,36,3,7,7,JK-1800,REC
394556,4,2,0,2,36,8,DH-2700,REC
394597,1,2,11,3,2,7,BM-0300,REC
394648,3,11,2,2,7,7,KM-2900,RUSH
394812,3,2,7,3,5,7,PR-0300,RUSH
394848,4,5,53,1,31,7,EW-0400,INT
394861,4,2,57,2,14,7,RW-2600,RUSH
394927,2,9,11,1,20,7,RW-1100,REC
394939,2,5,54,2,10,7,DC-1600,REC
394949,2,2,0,1,53,7,PG-0100,REC
394969,3,10,54,3,10,7,AB-2000,REC
394993,3,2,32,2,3,7,JA-0300,REC
395108,2,1,10,1,25,7,DR-3200,REC
395139,3,5,6,1,5,7,TC-1300,RUSH
395178,4,5,15,2,27,8,TN-0400,INT
395207,1,10,55,1,1,7,KS-1700,RUSH
395214,1,8,59,3,5,7,JC-6200,RUSH
395227,1,5,8,3,14,7,WH-0500,REC
395243,2,14,19,2,2,7,KD-0400,REC
395253,2,10,59,4,1,7,GO-0100,REC
395278,2,0,31,1,3,7,KS-1700,RUSH
395286,3,15,0,0,102,7,JK-1800,KR
395343,4,6,55,2,37,7,MF-1300,RUSH
395359,4,2,0,1,2,7,GW-1800,RUSH
395397,1,0,40,1,5,7,CJ-1200,REC
395402,2,14,26,1,75,7,RG-0700,FUM
395436,2,1,33,1,1,7,SH-0600,REC
395471,3,1,44,4,1,7,DA-1300,RUSH
395508,4,2,2,4,2,6,CJ-1200,REC
395620,2,10,46,2,32,7,SS-1600,RUSH
395630,2,8,19,3,18,7,SS-1600,REC
395673,3,8,53,0,95,7,JJ-3900,KR
395750,1,6,12,3,1,7,DB-4800,RUSH
395785,2,5,36,1,5,7,RW-1100,REC
395812,2,0,9,2,21,7,AC-2100,REC
395830,3,8,6,3,12,7,JA-0300,RUSH
395887,4,3,5,2,7,7,SW-0100,RUSH
395898,4,0,22,1,1,7,OS-0300,REC
395922,1,6,40,1,9,7,MJ-2500,RUSH
395954,2,7,42,1,9,7,MW-0400,REC
395982,2,0,34,1,15,7,MW-0400,REC
396024,3,0,26,2,14,6,NW-0100,REC
396053,4,5,37,4,10,8,KC-2000,RUSH
396058,4,5,12,3,33,7,ML-1500,REC
396080,1,12,49,2,3,7,SS-2200,REC
396115,2,13,39,1,25,7,SS-2200,REC
396195,4,13,28,3,54,7,HN-0500,REC
396209,4,9,31,1,1,6,SR-1500,REC
396230,4,5,1,4,2,7,BW-0100,REC
396273,1,7,4,3,20,7,DM-0500,REC
396291,2,14,16,2,1,7,TB-2300,RUSH
396318,2,4,2,1,12,7,SM-3400,RUSH
396355,3,6,27,1,0,7,DE-0500,FUM
396363,3,2,31,3,14,7,RM-5000,REC
396373,4,14,22,2,13,7,WM-0300,REC
396420,1,13,6,2,8,7,AB-3800,REC
396517,3,3,38,1,17,6,CC-4300,REC
396524,3,1,29,1,59,7,SM-3600,REC
396607,2,11,31,1,23,7,VD-0200,INT
396624,2,4,29,4,1,7,RB-3900,RUSH
396655,3,8,31,1,5,7,BH-0800,REC
396668,3,2,45,3,1,7,RW-2600,RUSH
396680,4,14,55,4,3,7,JR-1200,REC
396705,4,3,49,1,4,7,RB-3900,RUSH
396750,2,15,0,2,99,7,DS-1600,INT
396767,2,9,9,2,0,7,RA-1600,FUM
396816,3,7,55,1,15,7,TJ-2700,RUSH
396852,4,6,13,1,1,7,PT-0400,RUSH
396907,1,0,50,2,1,7,MB-0400,RUSH
396924,2,10,10,1,9,7,KM-2900,REC
397020,4,2,0,1,51,7,BM-0300,REC
397087,2,5,40,4,0,7,QB-0300,PR
397128,3,7,8,2,13,7,VD-0100,REC
397133,3,5,40,3,23,7,PW-1200,INT
397153,4,14,22,2,24,7,JM-6300,REC
397157,4,14,8,2,11,7,RM-2400,FUM
397191,1,11,53,1,1,7,RM-3900,RUSH
397209,1,4,17,3,19,7,MM-4800,REC
397250,2,1,33,1,2,7,RM-3900,RUSH
397272,3,7,56,2,6,7,HM-0200,REC
397288,3,1,40,3,3,7,AG-0500,REC
397303,4,12,57,4,-1,7,SL-0900,PR
397313,4,7,24,1,6,7,HM-0200,REC
397319,4,5,57,1,30,7,AG-0500,REC
397325,4,4,39,1,13,7,CC-1300,REC
397365,1,3,26,2,1,7,VS-0100,REC
397370,1,2,27,3,62,7,JF-1600,REC
397395,2,5,4,3,14,7,SR-0500,REC
397402,2,3,30,1,42,7,CM-0900,FUM
397411,2,0,33,1,1,7,AP-0700,RUSH
397427,3,10,45,1,31,7,BB-1900,REC
397477,4,3,49,2,33,6,JN-0900,REC
397533,2,12,27,3,52,7,ER-0100,INT
397600,3,1,1,1,28,7,CB-1400,RUSH
397621,4,7,13,2,48,7,RR-0400,REC
397648,4,0,27,1,20,7,AC-0100,REC
397821,1,14,2,2,10,7,CP-2100,REC
397902,3,10,9,1,1,7,CP-2100,RUSH
397908,3,8,38,2,17,7,JK-1200,REC
397943,4,9,25,2,8,8,JS-6700,RUSH
397983,1,6,50,1,7,7,RM-3900,RUSH
398009,2,10,45,2,15,7,HM-0200,REC
398020,2,7,1,3,38,7,WP-0200,INT
398028,2,3,57,2,17,7,HW-0100,REC
398061,3,6,13,1,47,7,MW-0500,REC
398102,4,5,3,1,25,7,DN-1400,REC
398163,2,11,4,3,1,7,MV-0400,REC
398233,3,2,36,1,36,7,TC-1300,RUSH
398273,4,2,27,3,59,7,MA-1400,REC
398285,4,0,29,4,16,7,DB-3200,REC
398308,5,8,33,2,60,6,MA-1400,REC
398325,1,7,6,4,1,7,AB-2600,RUSH
398335,1,3,27,1,19,7,AB-2600,RUSH
398346,2,15,0,1,30,7,MM-0700,REC
398354,2,12,48,3,9,7,HN-0500,REC
398378,2,2,23,2,5,7,MB-5200,RUSH
398407,3,10,6,3,12,7,DC-0700,RUSH
398462,1,12,27,1,51,7,JM-0200,REC
398513,2,4,48,1,20,7,LW-0600,REC
398521,2,2,0,1,9,7,KW-2300,REC
398525,2,1,40,1,40,7,JM-0200,REC
398555,3,8,10,1,7,7,BW-1000,RUSH
398593,4,7,22,4,9,7,KW-2300,REC
398624,1,10,23,1,5,7,AP-0700,RUSH
398631,1,8,14,1,52,7,JA-0900,FUM
398702,3,9,21,2,13,7,VS-0100,REC
398737,4,10,7,1,7,7,AP-0700,RUSH
398746,4,6,52,1,27,7,DA-2100,REC
398757,4,2,0,3,1,7,CT-0100,RUSH
398777,1,11,15,1,7,7,MT-2400,RUSH
398790,1,6,39,1,31,7,RW-2200,REC
398799,1,4,23,3,2,7,GC-0600,RUSH
398833,2,7,13,3,90,7,RW-2200,REC
398838,2,5,44,2,3,7,MT-2400,RUSH
398852,2,1,21,1,1,7,MT-2400,RUSH
398909,4,8,27,1,1,7,MR-2500,RUSH
398946,1,9,32,2,1,7,TH-1600,RUSH
399001,2,1,50,1,9,7,LF-0200,REC
399011,2,0,27,1,26,7,LF-0200,REC
399041,3,3,43,3,1,7,CB-3600,RUSH
399058,4,13,9,2,11,7,AJ-0900,REC
399073,4,7,9,1,17,7,AJ-0900,REC
399087,4,2,30,3,49,7,DR-2800,INT
399116,1,6,51,3,8,7,WW-0200,REC
399160,2,4,36,3,11,7,BM-0300,REC
399172,2,0,9,3,7,7,BW-0700,REC
399238,4,5,27,1,11,7,BM-0300,REC
399344,2,4,50,1,34,7,TH-2700,REC
399353,2,2,19,1,44,7,NB-0800,REC
399374,3,10,14,1,13,7,TH-2700,REC
399388,3,5,59,3,5,7,NB-0800,REC
399402,4,14,19,3,79,7,NR-0200,FUM
399445,1,7,33,4,3,7,RW-1100,REC
399489,2,5,2,2,1,7,JA-0300,RUSH
399510,2,0,25,1,39,7,AC-2100,REC
399526,3,9,58,2,6,7,AC-2100,REC
399601,1,7,36,3,1,7,RB-3900,RUSH
399612,1,3,57,3,3,7,BE-0200,REC
399698,4,14,23,2,2,7,AF-0200,REC
399705,4,12,20,1,1,7,TJ-2700,RUSH
399712,4,10,19,1,53,7,TG-0900,REC
399727,4,5,19,1,3,7,TJ-2700,RUSH
399743,4,0,10,3,2,7,RB-3900,RUSH
399779,1,1,8,1,12,7,OD-0100,REC
399789,2,11,39,1,10,7,CB-1400,RUSH
399798,2,8,8,2,38,7,SS-1600,REC
399823,2,0,56,2,8,7,LC-0800,REC
399839,3,11,31,1,23,7,JJ-3900,REC
399863,3,2,34,2,7,7,OD-0100,REC
399917,1,11,36,3,47,7,JJ-4200,REC
399928,1,7,25,2,1,7,JK-2200,REC
400070,1,10,17,2,17,7,DA-2100,REC
400077,1,7,48,1,4,6,MJ-2500,RUSH
400184,4,8,10,3,1,7,MJ-2500,RUSH
400195,4,4,46,2,36,7,LL-1000,INT
400207,4,2,0,2,3,7,MJ-2500,RUSH
400241,1,11,31,2,19,7,VS-0100,REC
400255,1,6,20,1,4,7,BB-1900,REC
400338,3,4,20,1,22,7,RR-0400,RUSH
400361,4,10,12,3,1,7,VS-0100,REC
400370,4,8,42,2,32,7,MC-1400,REC
400381,4,5,12,1,12,7,DM-0500,REC
400388,4,3,44,1,33,7,RR-0400,RUSH
400423,1,7,23,4,2,7,MB-1500,RUSH
400437,1,2,26,1,1,7,JS-2700,REC
400450,2,12,47,1,36,6,RM-3500,REC
400462,2,7,47,3,10,7,AB-2600,RUSH
400472,2,5,8,2,12,7,LM-1500,REC
400478,2,3,25,2,15,7,MM-0700,REC
400491,2,0,15,2,7,7,RB-4900,RUSH
400520,3,4,14,2,12,7,MC-2400,REC
400555,4,7,7,1,2,7,HE-0300,RUSH
400568,4,3,21,1,37,7,HN-0500,REC
400622,2,11,35,1,8,7,HM-0200,REC
400640,2,4,38,1,52,7,HW-0100,REC
400642,2,4,28,0,98,7,JC-5600,KR
400665,3,11,43,3,1,7,LV-0200,REC
400673,3,8,39,1,2,7,RM-3900,RUSH
400744,1,11,7,1,20,7,CW-2200,RUSH
400774,2,11,59,1,20,7,DW-3600,RUSH
400815,3,12,15,1,1,7,JK-1200,REC
400834,3,2,44,3,26,7,JS-6700,RUSH
400836,3,2,33,0,97,7,SS-3000,KR
400855,4,8,43,3,26,7,TJ-0200,INT
400873,4,1,21,1,1,7,DW-3600,RUSH
401073,1,2,21,1,86,7,ZM-0200,REC
401223,1,4,24,1,2,7,LF-0200,REC
401228,1,3,10,1,2,7,TH-1600,RUSH
401310,3,2,59,2,16,7,SB-1400,REC
401384,1,6,0,2,45,7,LM-0300,RUSH
401412,2,10,2,1,40,7,RM-5000,REC
401417,2,9,7,2,28,7,RM-5000,REC
401426,2,6,30,1,38,7,KF-0200,REC
401438,2,2,0,2,30,7,WW-0200,REC
401454,2,0,17,2,5,7,WW-0200,REC
401467,3,10,17,3,9,7,RM-5000,REC
401488,3,0,13,2,1,7,BH-1900,RUSH
401584,2,7,40,1,71,7,TJ-2700,RUSH
401643,3,2,38,3,37,7,LE-0300,REC
401747,2,15,0,1,23,7,JK-1800,REC
401764,2,9,10,1,40,7,RW-2200,REC
401787,2,0,9,3,10,7,TG-1300,REC
401846,4,6,18,3,2,7,GO-0100,REC
401855,4,3,10,2,5,7,MT-2400,RUSH
401897,1,4,51,0,93,7,ER-0500,KR
401907,1,0,11,2,3,7,VJ-0100,REC
401929,2,6,11,4,71,7,ER-0500,PR
401944,2,1,20,4,77,7,DS-3300,PR
401980,3,3,48,1,19,7,TS-0700,REC
402021,4,3,1,3,5,7,BS-4100,REC
402042,1,11,8,3,9,7,CH-2800,REC
402063,1,1,13,1,8,7,CJ-1200,REC
402076,2,11,20,2,3,7,JF-2900,REC
402096,2,2,55,3,8,7,LC-0800,REC
402137,3,4,53,3,13,7,CJ-1200,REC
402151,4,15,0,1,1,7,CB-1400,RUSH
402161,4,11,54,3,5,7,DH-2700,REC
402220,2,12,22,3,45,7,SH-0500,REC
402235,2,7,12,1,71,7,DD-2600,REC
402251,2,2,0,3,1,7,RG-1600,RUSH
402306,4,9,47,1,5,7,JJ-4200,REC
402359,1,2,32,1,1,7,SS-1600,RUSH
402379,2,10,48,2,9,7,SS-1600,REC
402394,2,4,28,1,42,7,OD-0100,REC
402415,3,11,8,1,29,7,VD-0100,REC
402443,4,12,48,1,14,7,VD-0100,REC
402464,4,3,49,1,23,7,VD-0100,REC
402502,1,7,36,3,3,7,MF-0800,REC
402518,1,1,31,2,10,7,VJ-0100,REC
402582,3,9,54,4,7,7,DB-3200,REC
402596,3,5,56,3,58,7,DS-3300,REC
402632,4,9,21,4,0,7,JH-3600,BLPU
402712,2,5,17,3,2,7,AP-0700,RUSH
402734,2,0,31,2,40,7,MW-0500,REC
402795,4,6,42,3,77,7,LW-1600,FUM
402797,4,6,23,0,88,7,PH-0400,KR
402813,4,1,15,2,82,7,KF-0400,INT
402833,1,8,54,2,6,7,RW-1100,REC
402848,1,3,39,1,27,7,DC-1600,REC
402888,2,2,0,3,6,7,JA-0300,RUSH
402933,3,1,10,1,35,7,JL-0100,INT
402960,4,3,46,1,8,7,AC-2100,REC
402967,4,2,37,1,31,7,CS-1900,RUSH
402980,1,12,38,3,39,7,BM-2000,INT
403004,1,2,27,2,14,7,WW-0200,REC
403022,2,11,34,3,54,7,SA-0400,REC
403049,2,1,21,1,33,7,AB-3800,REC
403071,3,9,19,1,35,7,BW-0700,REC
403112,4,9,28,2,1,7,LM-0300,RUSH
403161,1,4,42,2,7,7,ML-2500,RUSH
403256,4,13,56,2,2,7,LE-0300,REC
403278,4,6,41,4,15,7,DW-3600,RUSH
403306,1,13,6,4,1,7,TJ-2700,RUSH
403327,1,4,24,2,3,7,MS-0100,RUSH
403360,2,5,56,1,8,7,SG-1300,RUSH
